level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1664	2184	-1	
2	1	1	0	0	0	137	153	221	137	-1	
3	1	1	1	0	0	137	153	221	137	-1	
4	1	1	1	1	0	137	153	221	137	-1	
5	1	1	1	1	1	137	153	221	137	95.000000	 
2	1	2	0	0	0	543	164	631	73	-1	
3	1	2	1	0	0	543	164	631	73	-1	
4	1	2	1	1	0	543	164	631	38	-1	
5	1	2	1	1	1	543	164	248	29	92.151718	KAPREALIAN
5	1	2	1	1	2	810	165	272	37	96.157898	ENGINEERING,
5	1	2	1	1	3	1102	166	72	31	96.836906	INC.
4	1	2	1	2	0	704	206	309	31	-1	
5	1	2	1	2	1	704	206	156	31	84.595665	Consulting
5	1	2	1	2	2	872	208	141	29	96.662888	Engineers
2	1	3	0	0	0	552	252	609	61	-1	
3	1	3	1	0	0	552	252	609	61	-1	
4	1	3	1	1	0	655	252	408	24	-1	
5	1	3	1	1	1	655	252	38	19	94.912148	PO.
5	1	3	1	1	2	706	252	49	20	96.204842	BOX
5	1	3	1	1	3	766	253	40	19	79.580650	996
5	1	3	1	1	4	818	258	9	9	0.000000	¢
5	1	3	1	1	5	840	253	103	23	96.242081	BENICIA,
5	1	3	1	1	6	956	254	31	20	96.731422	CA
5	1	3	1	1	7	998	255	65	19	96.668877	94510
4	1	3	1	2	0	552	286	609	27	-1	
5	1	3	1	2	1	552	287	52	23	89.819893	(707)
5	1	3	1	2	2	616	286	97	19	93.365532	746-6915
5	1	3	1	2	3	726	291	9	9	51.062592	©
5	1	3	1	2	4	747	287	52	23	95.388580	(707)
5	1	3	1	2	5	810	287	97	19	93.050636	746-6916
5	1	3	1	2	6	918	292	10	10	46.790104	*
5	1	3	1	2	7	940	288	50	19	96.755898	FAX:
5	1	3	1	2	8	1002	289	52	24	96.925110	(707)
5	1	3	1	2	9	1065	290	96	19	96.530449	746-5581
2	1	4	0	0	0	1011	390	359	61	-1	
3	1	4	1	0	0	1011	390	359	61	-1	
4	1	4	1	1	0	1011	390	317	25	-1	
5	1	4	1	1	1	1011	390	317	25	37.794151	KEI-P88~-1204.QR9
4	1	4	1	2	0	1013	423	357	28	-1	
5	1	4	1	2	1	1013	423	178	28	96.052559	September
5	1	4	1	2	2	1215	424	51	26	96.052559	17,
5	1	4	1	2	3	1295	425	75	20	96.679901	1991
2	1	5	0	0	0	193	520	659	127	-1	
3	1	5	1	0	0	193	520	362	28	-1	
4	1	5	1	1	0	193	520	362	28	-1	
5	1	5	1	1	1	193	521	119	21	96.598373	Unocal
5	1	5	1	1	2	336	520	219	28	96.519783	Corporation
3	1	5	2	0	0	194	553	658	56	-1	
4	1	5	2	1	0	195	553	657	29	-1	
5	1	5	2	1	1	195	555	76	20	96.937714	2000
