level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1670	2189	-1	
2	1	1	0	0	0	210	183	360	94	-1	
3	1	1	1	0	0	210	183	360	94	-1	
4	1	1	1	1	0	210	183	319	26	-1	
5	1	1	1	1	1	210	183	319	26	54.688049	KEI-P88-1204.0R9
4	1	1	1	2	0	212	216	358	28	-1	
5	1	1	1	2	1	212	216	177	28	96.044601	September
5	1	1	1	2	2	414	219	50	25	96.044601	17,
5	1	1	1	2	3	494	219	76	21	96.192795	1991
4	1	1	1	3	0	211	251	116	26	-1	
5	1	1	1	3	1	211	251	78	26	96.710922	Page
5	1	1	1	3	2	312	251	15	20	96.658440	4
2	1	2	0	0	0	209	382	1299	230	-1	
3	1	2	1	0	0	211	382	1297	99	-1	
4	1	2	1	1	0	211	382	1297	29	-1	
5	1	2	1	1	1	211	382	58	22	95.593231	the
5	1	2	1	1	2	288	382	100	22	95.743011	water
5	1	2	1	1	3	409	383	158	28	95.743011	analyses
5	1	2	1	1	4	590	382	37	24	96.202003	in
5	1	2	1	1	5	647	384	98	22	95.572807	Table
5	1	2	1	1	6	765	386	31	20	95.951828	2.
5	1	2	1	1	7	838	383	256	24	95.656525	Documentation
5	1	2	1	1	8	1115	386	37	22	96.039246	of
5	1	2	1	1	9	1171	387	79	22	95.663795	well
5	1	2	1	1	10	1273	385	235	24	95.663795	installation
4	1	2	1	2	0	211	415	1297	32	-1	
5	1	2	1	2	1	211	415	173	28	95.863243	protocol,
5	1	2	1	2	2	422	417	118	27	96.594597	sample
5	1	2	1	2	3	572	415	198	24	96.243156	collection
5	1	2	1	2	4	800	417	208	29	95.814735	techniques,
5	1	2	1	2	5	1045	419	57	21	96.230736	and
5	1	2	1	2	6	1134	420	118	27	96.190018	sample
5	1	2	1	2	7	1283	420	136	22	95.599716	results
5	1	2	1	2	8	1450	426	58	16	95.599716	are
4	1	2	1	3	0	211	447	1291	34	-1	
5	1	2	1	3	1	211	449	179	27	96.364815	presented
5	1	2	1	3	2	417	447	37	24	93.290359	in
5	1	2	1	3	3	478	451	100	21	91.776291	KEI's
5	1	2	1	3	4	603	451	119	27	92.148727	report
5	1	2	1	3	5	753	451	339	29	52.587856	(KEI-P88~-1204.QRi)
5	1	2	1	3	6	1125	453	99	22	96.455116	dated
5	1	2	1	3	7	1250	453	175	28	96.877609	September
5	1	2	1	3	8	1450	455	52	26	96.826256	27,
3	1	2	2	0	0	209	470	1299	142	-1	
4	1	2	2	1	0	213	470	1295	45	-1	
5	1	2	2	1	1	213	483	91	20	93.583099	1989.
5	1	2	2	1	2	352	483	99	21	95.097214	Based
5	1	2	2	1	3	474	489	37	16	96.078293	on
5	1	2	2	1	4	533	484	59	22	96.075111	the
5	1	2	2	1	5	615	482	195	29	96.148201	analytical
5	1	2	2	1	6	833	485	148	27	96.311569	results,
5	1	2	2	1	7	1009	486	57	21	96.433411	KEI
5	1	2	2	1	8	1090	487	219	22	95.746346	recommended
5	1	2	2	1	9	1331	492	17	16	96.878494	a
5	1	2	2	1	10	1369	470	139	45	93.580765	monthly
4	1	2	2	2	0	209	513	1292	39	-1	
5	1	2	2	2	1	209	513	202	39	83.649521	monitoring
5	1	2	2	2	2	433	517	57	21	96.632828	and
5	1	2	2	2	3	513	517	180	28	96.108185	quarterly
5	1	2	2	2	4	716	516	154	30	96.014542	sampling
5	1	2	2	2	5	890	523	138	23	96.237373	program
5	1	2	2	2	6	1051	519	57	22	96.917145	for
5	1	2	2	2	7	1130	519	57	22	96.425423	all
5	1	2	2	2	8	1211	518	158	30	96.424362	existing
5	1	2	2	2	9	1388	520	113	22	95.523254	wells.
4	1	2	2	3	0	210	549	1298	39	-1	
5	1	2	2	3	1	210	549	58	21	96.847954	The
5	1	2	2	3	2	300	546	58	24	96.243561	six
5	1	2	2	3	3	386	549	99	22	93.270271	wells
5	1	2	2	3	4	515	552	59	20	79.123375	MW1
5	1	2	2	3	5	600	550	144	38	81.450676	through
5	1	2	2	3	6	772	552	57	21	89.883301	MW6
5	1	2	2	3	7	859	552	77	22	96.597160	have
5	1	2	2	3	8	966	552	77	22	96.264603	been
5	1	2	2	3	9	1072	551	181	24	96.219955	monitored
5	1	2	2	3	10	1282	553	138	28	96.171463	monthly
5	1	2	2	3	11	1449	554	59	22	95.944710	and
4	1	2	2	4	0	212	581	769	31	-1	
5	1	2	2	4	1	212	581	137	28	95.949463	sampled
5	1	2	2	4	2	371	584	180	27	95.862679	quarterly
5	1	2	2	4	3	574	583	98	23	96.462280	since
5	1	2	2	4	4	693	585	118	27	95.660530	August
5	1	2	2	4	5	833	585	35	22	96.451042	of
5	1	2	2	4	6	892	587	89	20	96.415909	1989.
2	1	3	0	0	0	208	646	1300	740	-1	
3	1	3	1	0	0	208	646	1300	734	-1	
4	1	3	1	1	0	209	646	1298	35	-1	
5	1	3	1	1	1	209	650	20	20	96.637436	A
5	1	3	1	1	2	250	646	97	24	96.329544	field
5	1	3	1	1	3	367	648	281	24	96.163277	reconnaissance
5	1	3	1	1	4	669	651	37	21	96.701706	of
5	1	3	1	1	5	726	651	57	22	96.882416	the
5	1	3	1	1	6	803	650	134	30	96.569420	subject
5	1	3	1	1	7	959	650	76	24	96.781311	site
5	1	3	1	1	8	1054	657	59	17	96.602509	was
5	1	3	1	1	9	1133	653	179	27	96.855453	performed
5	1	3	1	1	10	1333	658	37	17	96.516502	on
5	1	3	1	1	11	1388	654	119	27	96.516502	August
4	1	3	1	2	0	211	683	1297	31	-1	
5	1	3	1	2	1	211	683	51	26	96.425812	24,
5	1	3	1	2	2	299	683	90	26	96.110855	1990,
5	1	3	1	2	3	425	683	59	22	96.117485	and
