level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1687	2189	-1	
2	1	1	0	0	0	203	187	362	59	-1	
3	1	1	1	0	0	203	187	362	59	-1	
4	1	1	1	1	0	203	187	320	26	-1	
5	1	1	1	1	1	203	187	320	26	81.371643	KEI~P88-1204
5	1	1	1	1	2	454	183	72	36	66.279816	.OR9
4	1	1	1	2	0	206	219	359	27	-1	
5	1	1	1	2	1	206	219	178	27	96.051483	September
5	1	1	1	2	2	409	221	50	25	96.272919	17,
5	1	1	1	2	3	489	221	76	20	96.612106	1991
2	1	2	0	0	0	304	640	304	6	-1	
3	1	2	1	0	0	304	640	304	6	-1	
4	1	2	1	1	0	304	640	304	6	-1	
5	1	2	1	1	1	304	640	304	6	95.000000	 
2	1	3	0	0	0	846	638	680	12	-1	
3	1	3	1	0	0	846	638	680	12	-1	
4	1	3	1	1	0	846	638	680	12	-1	
5	1	3	1	1	1	846	638	680	12	95.000000	 
2	1	4	0	0	0	167	387	1358	492	-1	
3	1	4	1	0	0	167	387	1358	492	-1	
4	1	4	1	1	0	777	387	136	21	-1	
5	1	4	1	1	1	777	387	99	21	94.907509	TABLE
5	1	4	1	1	2	897	387	16	20	95.361961	4
4	1	4	1	2	0	549	453	593	22	-1	
5	1	4	1	2	1	549	453	136	21	96.632935	SUMMARY
5	1	4	1	2	2	708	453	38	21	96.445969	OF
5	1	4	1	2	3	768	453	196	22	96.111496	LABORATORY
5	1	4	1	2	4	984	453	158	21	96.596039	ANALYSES
4	1	4	1	3	0	796	487	100	21	-1	
5	1	4	1	3	1	796	487	100	21	96.772812	WATER
4	1	4	1	4	0	308	584	1198	30	-1	
5	1	4	1	4	1	308	584	118	28	96.201447	Sample
5	1	4	1	4	2	488	586	59	21	95.840408	TPH
5	1	4	1	4	3	570	590	36	17	96.764526	as
5	1	4	1	4	4	669	586	58	21	96.479324	TPH
5	1	4	1	4	5	749	590	37	17	96.748474	as
5	1	4	1	4	6	1388	585	118	29	90.843620	Ethyl-
4	1	4	1	5	0	185	617	1340	26	-1	
5	1	4	1	5	1	185	618	78	21	95.521461	Date
5	1	4	1	5	2	306	618	119	22	96.227325	Number
5	1	4	1	5	3	488	617	117	24	93.593674	Diesel
5	1	4	1	5	4	648	617	158	24	93.593674	Gasoline
5	1	4	1	5	5	848	620	136	21	96.301147	Benzene
5	1	4	1	5	6	1026	619	137	22	93.179512	Toluene
5	1	4	1	5	7	1206	619	138	24	42.743851	xXylenes
5	1	4	1	5	8	1387	620	138	21	96.037918	benzene
4	1	4	1	6	0	167	684	1317	28	-1	
5	1	4	1	6	1	167	684	115	28	88.495224	1/3/89
5	1	4	1	6	2	327	686	57	21	87.231522	EB1
5	1	4	1	6	3	509	686	57	21	92.846680	<50
5	1	4	1	6	4	709	695	37	5	83.254234	--
5	1	4	1	6	5	868	687	75	21	90.342957	<0.5
5	1	4	1	6	6	1068	687	54	21	94.696259	3.5
5	1	4	1	6	7	1227	687	77	21	81.385544	<0.5
