level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1664	2189	-1	
2	1	1	0	0	0	205	188	360	93	-1	
3	1	1	1	0	0	205	188	360	93	-1	
4	1	1	1	1	0	205	188	319	26	-1	
5	1	1	1	1	1	205	188	319	26	80.253708	KEI-P88-1204.QR9
4	1	1	1	2	0	206	221	359	27	-1	
5	1	1	1	2	1	206	221	178	27	96.001411	September
5	1	1	1	2	2	408	223	50	25	96.264305	17,
5	1	1	1	2	3	489	223	76	20	96.088409	1991
4	1	1	1	3	0	206	254	116	27	-1	
5	1	1	1	3	1	206	254	78	27	95.898659	Page
5	1	1	1	3	2	307	255	15	20	95.898659	8
2	1	2	0	0	0	205	384	1299	129	-1	
3	1	2	1	0	0	205	384	1299	129	-1	
4	1	2	1	1	0	205	384	1298	32	-1	
5	1	2	1	1	1	205	386	58	21	95.931389	Our
5	1	2	1	1	2	286	384	138	24	95.931389	studies
5	1	2	1	1	3	447	391	120	17	96.249451	assume
5	1	2	1	1	4	589	387	78	22	96.529037	that
5	1	2	1	1	5	689	387	57	21	96.318184	the
5	1	2	1	1	6	769	385	95	24	96.037872	field
5	1	2	1	1	7	885	387	59	22	95.966995	and
5	1	2	1	1	8	967	387	196	29	95.944969	laboratory
5	1	2	1	1	9	1184	387	79	22	96.588272	data
5	1	2	1	1	10	1285	393	58	17	93.113014	are
5	1	2	1	1	11	1365	393	138	17	81.232635	reason-
4	1	2	1	2	0	206	418	1297	30	-1	
5	1	2	1	2	1	206	418	78	29	96.492813	ably
5	1	2	1	2	2	317	418	282	29	95.995232	representative
5	1	2	1	2	3	633	421	38	21	95.995232	of
5	1	2	1	2	4	704	420	58	22	96.001122	the
5	1	2	1	2	5	796	419	75	23	96.155464	site
5	1	2	1	2	6	906	426	37	17	96.633163	as
5	1	2	1	2	7	977	426	18	16	94.331528	a
5	1	2	1	2	8	1028	421	113	27	94.331528	whole,
5	1	2	1	2	9	1181	421	58	21	96.516159	and
5	1	2	1	2	10	1273	427	118	16	96.415634	assume
5	1	2	1	2	11	1424	421	79	22	96.641617	that
4	1	2	1	3	0	207	451	1297	31	-1	
5	1	2	1	3	1	207	452	198	23	96.289001	subsurface
5	1	2	1	3	2	421	451	200	24	96.230446	conditions
5	1	2	1	3	3	638	459	58	17	96.914963	are
5	1	2	1	3	4	711	454	196	28	96.725555	reasonably
5	1	2	1	3	5	922	452	177	24	96.527611	conducive
5	1	2	1	3	6	1115	455	39	21	96.834023	to
5	1	2	1	3	7	1172	452	257	30	96.139465	interpolation
5	1	2	1	3	8	1445	455	59	22	96.262665	and
4	1	2	1	4	0	206	485	275	28	-1	
5	1	2	1	4	1	206	485	275	28	95.667374	extrapolation.
2	1	3	0	0	0	206	552	1299	230	-1	
3	1	3	1	0	0	206	552	1299	230	-1	
4	1	3	1	1	0	206	552	1298	29	-1	
5	1	3	1	1	1	206	552	58	22	96.739426	The
5	1	3	1	1	2	286	553	138	22	96.280205	results
5	1	3	1	1	3	448	553	38	22	96.093506	of
5	1	3	1	1	4	508	552	80	23	96.064606	this
5	1	3	1	1	5	611	554	97	27	96.335968	study
5	1	3	1	1	6	730	559	57	16	96.424828	are
5	1	3	1	1	7	808	554	97	22	96.067245	based
5	1	3	1	1	8	927	559	37	16	96.801338	on
5	1	3	1	1	9	986	554	58	22	96.286011	the
5	1	3	1	1	10	1066	554	77	22	91.119370	data
5	1	3	1	1	11	1166	552	158	25	96.406494	obtained
5	1	3	1	1	12	1347	555	78	22	96.392776	from
5	1	3	1	1	13	1445	554	59	22	96.276672	the
4	1	3	1	2	0	208	583	1297	32	-1	
5	1	3	1	2	1	208	583	97	25	68.474129	field
5	1	3	1	2	2	337	586	59	22	95.747932	and
5	1	3	1	2	3	430	586	199	29	95.853355	laboratory
5	1	3	1	2	4	661	587	155	28	96.932800	analyses
5	1	3	1	2	5	847	584	158	26	96.275505	obtained
5	1	3	1	2	6	1037	587	78	23	95.968529	from
5	1	3	1	2	7	1146	593	18	17	96.417641	a
5	1	3	1	2	8	1197	588	97	22	96.545540	state
5	1	3	1	2	9	1327	586	178	25	95.832970	certified
4	1	3	1	3	0	208	619	1296	30	-1	
5	1	3	1	3	1	208	619	211	29	95.090561	laboratory.
5	1	3	1	3	2	460	621	40	21	96.496376	We
5	1	3	1	3	3	518	621	80	21	96.817924	have
5	1	3	1	3	4	617	620	157	28	96.120995	analyzed
5	1	3	1	3	5	792	619	75	24	96.486954	this
5	1	3	1	3	6	886	621	78	22	95.377449	data
5	1	3	1	3	7	982	619	99	30	96.049805	using
5	1	3	1	3	8	1098	621	79	22	96.190125	what
5	1	3	1	3	9	1194	627	40	16	96.133026	we
5	1	3	1	3	10	1253	620	138	23	96.559288	believe
5	1	3	1	3	11	1410	623	37	21	96.918457	to
5	1	3	1	3	12	1465	621	39	22	96.699944	be
4	1	3	1	4	0	207	652	1297	31	-1	
5	1	3	1	4	1	207	653	178	28	96.220718	currently
5	1	3	1	4	2	408	652	200	30	95.961006	applicable
5	1	3	1	4	3	631	652	214	30	96.237068	engineering
5	1	3	1	4	4	866	652	197	30	95.649147	techniques
5	1	3	1	4	5	1086	655	58	22	95.649147	and
5	1	3	1	4	6	1165	653	198	30	96.247650	principles
5	1	3	1	4	7	1388	653	36	24	96.983360	in
5	1	3	1	4	8	1445	655	59	22	96.983360	the
4	1	3	1	5	0	206	685	1298	31	-1	
5	1	3	1	5	1	206	686	159	22	96.081154	Northern
5	1	3	1	5	2	385	685	201	24	96.217079	California
5	1	3	1	5	3	606	686	131	30	96.575562	region.
5	1	3	1	5	4	779	689	38	20	96.577583	We
5	1	3	1	5	5	834	687	80	23	95.976913	make
5	1	3	1	5	6	933	692	38	17	95.976913	no
5	1	3	1	5	7	989	688	173	28	96.149467	warranty,
5	1	3	1	5	8	1189	686	118	24	96.683846	either
5	1	3	1	5	9	1327	688	177	28	95.809471	expressed
4	1	3	1	6	0	206	717	1292	33	-1	
5	1	3	1	6	1	206	724	37	16	96.466293	or
5	1	3	1	6	2	274	717	151	30	95.743378	implied,
5	1	3	1	6	3	459	719	180	30	96.334938	regarding
5	1	3	1	6	4	667	720	57	23	96.993797	the
5	1	3	1	6	5	752	721	109	27	96.753098	above,
5	1	3	1	6	6	897	719	176	30	96.914986	including
5	1	3	1	6	7	1101	721	197	28	96.758179	laboratory
5	1	3	1	6	8	1326	722	172	28	96.621277	analyses,
4	1	3	1	7	0	207	753	1298	29	-1	
5	1	3	1	7	1	207	753	118	27	96.659973	except
5	1	3	1	7	2	351	753	79	22	96.271957	that
5	1	3	1	7	3	458	759	58	16	96.517242	our
5	1	3	1	7	4	544	753	157	23	96.361237	services
5	1	3	1	7	5	727	754	77	22	96.718468	have
5	1	3	1	7	6	830	754	78	23	96.517815	been
5	1	3	1	7	7	933	755	178	27	96.701935	performed
5	1	3	1	7	8	1139	753	36	24	96.776306	in
5	1	3	1	7	9	1202	755	198	22	96.127129	accordance
5	1	3	1	7	10	1425	753	80	24	96.534920	with
2	1	4	0	0	0	207	785	1298	57	-1	
3	1	4	1	0	0	207	785	1298	57	-1	
4	1	4	1	1	0	207	785	1298	31	-1	
5	1	4	1	1	1	207	786	179	28	96.204491	generally
5	1	4	1	1	2	408	787	161	27	96.188400	accepted
5	1	4	1	1	3	590	786	235	29	95.541954	professional
5	1	4	1	1	4	846	785	198	31	95.541954	principles
5	1	4	1	1	5	1067	788	58	22	96.142647	and
5	1	4	1	1	6	1145	786	179	30	96.439796	practices
5	1	4	1	1	7	1347	786	158	30	95.608215	existing
4	1	4	1	2	0	208	819	273	23	-1	
5	1	4	1	2	1	208	819	56	22	95.226158	for
5	1	4	1	2	2	287	820	78	22	96.086899	such
5	1	4	1	2	3	386	820	95	22	95.467270	work.
