level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1689	2189	-1	
2	1	1	0	0	0	550	164	622	73	-1	
3	1	1	1	0	0	550	164	622	73	-1	
4	1	1	1	1	0	550	164	622	37	-1	
5	1	1	1	1	1	550	165	247	30	92.033203	KAPREALIAN
5	1	1	1	1	2	815	164	267	37	95.727089	ENGINEERING,
5	1	1	1	1	3	1101	166	71	30	95.911682	INC.
4	1	1	1	2	0	711	207	305	30	-1	
5	1	1	1	2	1	711	207	154	30	96.466782	Consulting
5	1	1	1	2	2	877	207	139	30	96.638916	Engineers
2	1	2	0	0	0	561	253	600	58	-1	
3	1	2	1	0	0	561	253	600	58	-1	
4	1	2	1	1	0	663	253	401	21	-1	
5	1	2	1	1	1	663	253	37	19	95.074089	PO.
5	1	2	1	1	2	713	253	48	19	96.113243	BOX
5	1	2	1	1	3	772	254	40	18	93.269234	996
5	1	2	1	1	4	824	259	9	9	76.813049	»
5	1	2	1	1	5	845	253	102	21	95.736984	BENICIA,
5	1	2	1	1	6	959	253	31	19	96.736870	CA
5	1	2	1	1	7	1001	254	63	18	96.397614	94510
4	1	2	1	2	0	561	287	600	24	-1	
5	1	2	1	2	1	561	288	52	23	96.360405	(707)
5	1	2	1	2	2	624	287	97	20	96.002121	746-6915
5	1	2	1	2	3	732	292	10	9	63.739437	©
5	1	2	1	2	4	754	287	51	23	96.087379	(707)
5	1	2	1	2	5	816	288	95	18	93.014626	746-6916
5	1	2	1	2	6	923	292	9	8	82.822144	*
5	1	2	1	2	7	945	287	49	19	96.601631	FAX:
5	1	2	1	2	8	1005	287	51	24	96.890831	(707)
5	1	2	1	2	9	1067	288	94	20	95.845894	746-5581
2	1	3	0	0	0	148	155	220	135	-1	
3	1	3	1	0	0	148	155	220	135	-1	
4	1	3	1	1	0	148	155	220	135	-1	
5	1	3	1	1	1	148	155	220	135	95.000000	 
2	1	4	0	0	0	302	434	1086	11	-1	
3	1	4	1	0	0	302	434	1086	11	-1	
4	1	4	1	1	0	302	434	1086	11	-1	
5	1	4	1	1	1	302	434	1086	11	95.000000	 
2	1	5	0	0	0	706	504	258	21	-1	
3	1	5	1	0	0	706	504	258	21	-1	
4	1	5	1	1	0	706	504	258	21	-1	
5	1	5	1	1	1	706	504	177	21	96.214783	Residential
5	1	5	1	1	2	900	505	64	19	96.800789	Area
2	1	6	0	0	0	1267	426	173	160	-1	
3	1	6	1	0	0	1267	426	173	160	-1	
4	1	6	1	1	0	1267	426	173	160	-1	
5	1	6	1	1	1	1267	426	173	160	95.000000	 
2	1	7	0	0	0	302	431	3	158	-1	
3	1	7	1	0	0	302	431	3	158	-1	
4	1	7	1	1	0	302	431	3	158	-1	
5	1	7	1	1	1	302	431	3	158	95.000000	 
2	1	8	0	0	0	301	572	1002	10	-1	
3	1	8	1	0	0	301	572	1002	10	-1	
4	1	8	1	1	0	301	572	1002	10	-1	
5	1	8	1	1	1	301	572	1002	10	95.000000	 
2	1	9	0	0	0	297	580	1011	7	-1	
3	1	9	1	0	0	297	580	1011	7	-1	
4	1	9	1	1	0	297	580	1011	7	-1	
5	1	9	1	1	1	297	580	1011	7	95.000000	 
2	1	10	0	0	0	622	626	294	23	-1	
3	1	10	1	0	0	622	626	294	23	-1	
4	1	10	1	1	0	622	626	294	23	-1	
5	1	10	1	1	1	622	626	151	22	96.172951	VIRGINIA
5	1	10	1	1	2	794	627	122	22	95.368523	STREET
2	1	11	0	0	0	801	725	486	6	-1	
3	1	11	1	0	0	801	725	486	6	-1	
4	1	11	1	1	0	801	725	486	6	-1	
