level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	648	86	142	17	-1	
3	1	1	1	0	0	648	86	142	17	-1	
4	1	1	1	1	0	648	86	142	17	-1	
5	1	1	1	1	1	648	86	39	17	85.736877	May
5	1	1	1	1	2	693	86	42	15	49.923954	dune,
5	1	1	1	1	3	746	86	44	15	75.514061	2002.
2	1	2	0	0	0	648	101	885	4	-1	
3	1	2	1	0	0	648	101	885	4	-1	
4	1	2	1	1	0	648	101	885	4	-1	
5	1	2	1	1	1	648	101	885	4	95.000000	 
2	1	3	0	0	0	689	149	373	226	-1	
3	1	3	1	0	0	689	149	373	226	-1	
4	1	3	1	1	0	689	149	373	24	-1	
5	1	3	1	1	1	689	149	22	19	96.893837	of
5	1	3	1	1	2	722	149	78	23	96.955292	tropical
5	1	3	1	1	3	815	149	51	19	96.238350	finch
5	1	3	1	1	4	879	149	59	22	96.286865	seed,
5	1	3	1	1	5	951	149	111	24	96.036972	consisting
4	1	3	1	2	0	689	177	373	26	-1	
5	1	3	1	2	1	689	177	22	20	95.970238	of
5	1	3	1	2	2	720	182	47	21	96.836823	very
5	1	3	1	2	3	776	179	56	18	82.186844	small
5	1	3	1	2	4	844	178	57	19	78.534302	millet
5	1	3	1	2	5	911	179	40	18	96.368988	and
5	1	3	1	2	6	962	182	27	15	96.180321	on
5	1	3	1	2	7	999	178	63	19	96.940865	which
4	1	3	1	3	0	689	207	373	25	-1	
5	1	3	1	3	1	689	208	35	19	96.269867	the
5	1	3	1	3	2	740	208	52	19	96.240891	birds
5	1	3	1	3	3	808	208	40	19	96.240891	had
5	1	3	1	3	4	866	208	53	19	96.450172	been
5	1	3	1	3	5	934	207	88	25	95.107948	feeding.
5	1	3	1	3	6	1039	208	23	19	96.895279	At
4	1	3	1	4	0	689	236	373	24	-1	
5	1	3	1	4	1	689	237	35	19	95.857590	the
5	1	3	1	4	2	733	237	46	19	96.467781	time
5	1	3	1	4	3	788	236	22	20	96.794968	of
5	1	3	1	4	4	819	241	31	19	96.411652	my
5	1	3	1	4	5	860	236	100	24	96.877998	acquiring
5	1	3	1	4	6	971	237	33	19	93.253983	the
5	1	3	1	4	7	1015	241	47	19	91.283592	spe-
4	1	3	1	5	0	689	265	373	19	-1	
5	1	3	1	5	1	689	265	44	19	94.273254	cies
5	1	3	1	5	2	752	265	56	19	96.601852	there
5	1	3	1	5	3	826	269	53	15	96.421555	were
5	1	3	1	5	4	899	265	43	19	78.870872	jess
5	1	3	1	5	5	962	265	47	19	96.265587	than
5	1	3	1	5	6	1027	266	35	18	96.434799	ten
4	1	3	1	6	0	690	293	372	20	-1	
5	1	3	1	6	1	690	293	55	19	96.294334	skins
5	1	3	1	6	2	758	293	17	19	96.040375	in
5	1	3	1	6	3	787	293	33	20	96.040375	the
5	1	3	1	6	4	832	293	65	20	96.647697	whole
5	1	3	1	6	5	908	293	22	20	96.994743	of
