level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	661	89	887	19	-1	
3	1	1	1	0	0	661	89	887	19	-1	
4	1	1	1	1	0	661	89	887	19	-1	
5	1	1	1	1	1	661	89	39	18	0.000000	Ada:
5	1	1	1	1	2	705	89	43	16	83.131775	June,
5	1	1	1	1	3	760	89	44	16	96.274612	2002
5	1	1	1	1	4	1528	92	20	16	88.636818	i?
2	1	2	0	0	0	671	106	877	4	-1	
3	1	2	1	0	0	671	106	877	4	-1	
4	1	2	1	1	0	671	106	877	4	-1	
5	1	2	1	1	1	671	106	877	4	95.000000	 
2	1	3	0	0	0	665	160	883	8	-1	
3	1	3	1	0	0	665	160	883	8	-1	
4	1	3	1	1	0	665	160	883	8	-1	
5	1	3	1	1	1	665	160	883	8	95.000000	 
2	1	4	0	0	0	664	199	883	6	-1	
3	1	4	1	0	0	664	199	883	6	-1	
4	1	4	1	1	0	664	199	883	6	-1	
5	1	4	1	1	1	664	199	883	6	95.000000	 
2	1	5	0	0	0	664	236	884	7	-1	
3	1	5	1	0	0	664	236	884	7	-1	
4	1	5	1	1	0	664	236	884	7	-1	
5	1	5	1	1	1	664	236	884	7	95.000000	 
2	1	6	0	0	0	664	273	885	6	-1	
3	1	6	1	0	0	664	273	885	6	-1	
4	1	6	1	1	0	664	273	885	6	-1	
5	1	6	1	1	1	664	273	885	6	95.000000	 
2	1	7	0	0	0	664	311	884	8	-1	
3	1	7	1	0	0	664	311	884	8	-1	
4	1	7	1	1	0	664	311	884	8	-1	
5	1	7	1	1	1	664	311	884	8	95.000000	 
2	1	8	0	0	0	664	349	885	6	-1	
3	1	8	1	0	0	664	349	885	6	-1	
4	1	8	1	1	0	664	349	885	6	-1	
5	1	8	1	1	1	664	349	885	6	95.000000	 
2	1	9	0	0	0	664	373	853	57	-1	
3	1	9	1	0	0	664	373	853	57	-1	
4	1	9	1	1	0	665	373	852	26	-1	
5	1	9	1	1	1	665	373	68	21	95.960640	Please
5	1	9	1	1	2	743	373	80	25	96.907265	provide
5	1	9	1	1	3	832	379	38	19	97.007339	any
5	1	9	1	1	4	879	373	105	21	94.135986	additional
5	1	9	1	1	5	993	373	126	21	96.395935	information
5	1	9	1	1	6	1127	375	44	20	96.742851	that
5	1	9	1	1	7	1179	380	39	19	96.633034	you
5	1	9	1	1	8	1227	375	38	20	96.633034	feel
5	1	9	1	1	9	1275	375	64	20	96.891182	would
5	1	9	1	1	10	1348	375	26	20	96.880112	be
5	1	9	1	1	11	1382	375	23	20	97.006294	of
5	1	9	1	1	12	1413	375	74	21	96.140915	benefit
5	1	9	1	1	13	1496	377	21	19	96.526917	to
4	1	9	1	2	0	664	403	513	27	-1	
5	1	9	1	2	1	664	403	64	21	96.662758	fellow
5	1	9	1	2	2	737	404	40	20	96.837463	FSS
5	1	9	1	2	3	787	404	100	20	96.547249	members
5	1	9	1	2	4	896	404	84	26	96.979340	working
5	1	9	1	2	5	991	404	44	20	96.499260	with
5	1	9	1	2	6	1044	404	40	22	96.499260	this
5	1	9	1	2	7	1094	405	83	25	96.867889	species.
2	1	10	0	0	0	662	460	886	7	-1	
3	1	10	1	0	0	662	460	886	7	-1	
4	1	10	1	1	0	662	460	886	7	-1	
5	1	10	1	1	1	662	460	886	7	95.000000	 
2	1	11	0	0	0	664	498	884	6	-1	
3	1	11	1	0	0	664	498	884	6	-1	
4	1	11	1	1	0	664	498	884	6	-1	
5	1	11	1	1	1	664	498	884	6	95.000000	 
2	1	12	0	0	0	663	534	885	8	-1	
3	1	12	1	0	0	663	534	885	8	-1	
4	1	12	1	1	0	663	534	885	8	-1	
5	1	12	1	1	1	663	534	885	8	95.000000	 
2	1	13	0	0	0	662	572	886	5	-1	
3	1	13	1	0	0	662	572	886	5	-1	
4	1	13	1	1	0	662	572	886	5	-1	
5	1	13	1	1	1	662	572	886	5	95.000000	 
2	1	14	0	0	0	663	609	885	6	-1	
3	1	14	1	0	0	663	609	885	6	-1	
4	1	14	1	1	0	663	609	885	6	-1	
5	1	14	1	1	1	663	609	885	6	95.000000	 
2	1	15	0	0	0	662	646	883	7	-1	
3	1	15	1	0	0	662	646	883	7	-1	
4	1	15	1	1	0	662	646	883	7	-1	
5	1	15	1	1	1	662	646	883	7	95.000000	 
2	1	16	0	0	0	662	683	885	7	-1	
3	1	16	1	0	0	662	683	885	7	-1	
4	1	16	1	1	0	662	683	885	7	-1	
5	1	16	1	1	1	662	683	885	7	95.000000	 
2	1	17	0	0	0	663	721	885	6	-1	
3	1	17	1	0	0	663	721	885	6	-1	
4	1	17	1	1	0	663	721	885	6	-1	
5	1	17	1	1	1	663	721	885	6	95.000000	 
2	1	18	0	0	0	662	757	884	8	-1	
3	1	18	1	0	0	662	757	884	8	-1	
4	1	18	1	1	0	662	757	884	8	-1	
5	1	18	1	1	1	662	757	884	8	95.000000	 
2	1	19	0	0	0	662	801	488	28	-1	
3	1	19	1	0	0	662	801	488	28	-1	
4	1	19	1	1	0	662	801	488	28	-1	
5	1	19	1	1	1	662	801	95	25	96.158348	Species
5	1	19	1	1	2	765	802	109	26	96.589043	Captains
5	1	19	1	1	3	881	802	46	20	96.509995	and
5	1	19	1	1	4	936	802	76	26	96.409439	Group
5	1	19	1	1	5	1020	803	130	26	96.035027	Managers:
2	1	20	0	0	0	686	857	815	52	-1	
3	1	20	1	0	0	686	857	815	52	-1	
4	1	20	1	1	0	686	857	815	27	-1	
5	1	20	1	1	1	686	877	45	3	0.000000	._...
5	1	20	1	1	2	747	857	8	19	86.784340	1
5	1	20	1	1	3	763	862	33	15	94.696762	am
5	1	20	1	1	4	807	857	108	20	96.462776	interested
5	1	20	1	1	5	924	858	18	19	96.328217	in
5	1	20	1	1	6	951	857	59	25	96.307472	being
5	1	20	1	1	7	1019	862	11	15	96.312279	a
5	1	20	1	1	8	1040	858	82	24	96.227470	Species
5	1	20	1	1	9	1130	858	81	24	96.752693	Captain
5	1	20	1	1	10	1220	858	31	20	96.486237	for
5	1	20	1	1	11	1258	858	40	20	95.981369	this
5	1	20	1	1	12	1307	858	103	25	96.711151	particular
5	1	20	1	1	13	1418	859	83	25	96.947937	species.
4	1	20	1	2	0	749	887	452	22	-1	
5	1	20	1	2	1	749	887	68	19	95.747169	Please
5	1	20	1	2	2	827	889	80	19	96.292534	contact
5	1	20	1	2	3	915	893	33	15	96.292534	me
5	1	20	1	2	4	956	889	22	19	96.904785	to
5	1	20	1	2	5	985	888	79	20	96.731598	discuss
5	1	20	1	2	6	1072	887	39	21	96.805466	this
5	1	20	1	2	7	1119	887	82	22	96.797371	further.
2	1	21	0	0	0	739	948	801	50	-1	
