level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	664	77	887	30	-1	
3	1	1	1	0	0	664	77	887	30	-1	
4	1	1	1	1	0	664	77	887	30	-1	
5	1	1	1	1	1	664	77	24	30	71.975395	£6.
5	1	1	1	1	2	1106	81	70	16	33.426208	Journal
5	1	1	1	1	3	1182	83	18	16	95.660469	of
5	1	1	1	1	4	1205	81	26	16	96.646187	the
5	1	1	1	1	5	1237	81	78	16	92.486801	National
5	1	1	1	1	6	1321	81	51	16	19.298754	binch
5	1	1	1	1	7	1378	81	34	16	90.755997	and
5	1	1	1	1	8	1416	81	66	17	70.493591	Sofibill
5	1	1	1	1	9	1487	82	64	16	93.030594	Society
2	1	2	0	0	0	663	97	887	5	-1	
3	1	2	1	0	0	663	97	887	5	-1	
4	1	2	1	1	0	663	97	887	5	-1	
5	1	2	1	1	1	663	97	887	5	95.000000	 
2	1	3	0	0	0	685	128	833	85	-1	
3	1	3	1	0	0	685	128	833	85	-1	
4	1	3	1	1	0	687	128	831	25	-1	
5	1	3	1	1	1	687	128	21	20	91.078537	If
5	1	3	1	1	2	715	128	107	24	91.977692	handfed,
5	1	3	1	1	3	833	128	68	25	73.773170	please
5	1	3	1	1	4	910	128	82	25	96.459351	provide
5	1	3	1	1	5	999	128	71	20	83.400742	details
5	1	3	1	1	6	1078	133	27	15	96.175507	on
5	1	3	1	1	7	1114	128	46	20	96.175507	how
5	1	3	1	1	8	1168	133	39	19	96.722763	you
5	1	3	1	1	9	1216	128	147	24	96.667946	accomplished
5	1	3	1	1	10	1372	128	38	20	96.903221	this
5	1	3	1	1	11	1419	128	33	24	89.442116	(ie:
5	1	3	1	1	12	1463	128	55	20	96.505989	what
4	1	3	1	2	0	685	158	826	26	-1	
5	1	3	1	2	1	685	160	49	24	96.313850	type
5	1	3	1	2	2	740	158	23	21	96.935371	of
5	1	3	1	2	3	771	158	53	21	95.954834	hand
5	1	3	1	2	4	833	158	79	26	95.954834	feeding
5	1	3	1	2	5	922	158	83	21	94.910408	formula
5	1	3	1	2	6	1014	158	32	21	97.000427	did
5	1	3	1	2	7	1055	164	39	19	96.997437	you
5	1	3	1	2	8	1104	164	43	19	96.355675	use,
5	1	3	1	2	9	1157	159	54	20	96.325401	what
5	1	3	1	2	10	1218	160	47	24	96.631599	type
5	1	3	1	2	11	1273	158	23	21	96.568100	of
5	1	3	1	2	12	1304	158	80	26	96.730087	feeding
5	1	3	1	2	13	1394	160	117	19	96.080223	instrument
4	1	3	1	3	0	685	189	518	24	-1	
5	1	3	1	3	1	685	189	33	20	96.775108	did
5	1	3	1	3	2	727	194	39	19	96.187820	you
