level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	654	95	143	18	-1	
3	1	1	1	0	0	654	95	143	18	-1	
4	1	1	1	1	0	654	95	143	18	-1	
5	1	1	1	1	1	654	96	39	17	94.011337	May
5	1	1	1	1	2	698	96	41	16	69.558060	Jame,
5	1	1	1	1	3	753	95	44	16	93.405388	2002
2	1	2	0	0	0	653	107	886	8	-1	
3	1	2	1	0	0	653	107	886	8	-1	
4	1	2	1	1	0	653	107	886	8	-1	
5	1	2	1	1	1	653	107	886	8	95.000000	 
2	1	3	0	0	0	679	157	844	242	-1	
3	1	3	1	0	0	679	157	844	242	-1	
4	1	3	1	1	0	679	157	843	28	-1	
5	1	3	1	1	1	679	161	26	20	92.933418	As
5	1	3	1	1	2	713	160	22	20	96.699188	of
5	1	3	1	1	3	743	161	86	24	96.877419	January
5	1	3	1	1	4	839	161	17	23	94.322739	1,
5	1	3	1	1	5	867	160	52	20	96.612282	2002
5	1	3	1	1	6	930	164	11	15	96.612282	a
5	1	3	1	1	7	951	164	44	15	93.294327	new
5	1	3	1	1	8	1006	159	56	20	92.865440	NFSS
5	1	3	1	1	9	1071	159	63	20	96.484238	Board
5	1	3	1	1	10	1143	159	22	20	96.484238	of
5	1	3	1	1	11	1174	159	96	20	96.974922	Directors
5	1	3	1	1	12	1279	158	48	20	96.816551	took
5	1	3	1	1	13	1335	157	65	21	93.190514	office.
5	1	3	1	1	14	1418	157	42	19	93.190514	The
5	1	3	1	1	15	1470	157	52	25	92.450134	posi-
4	1	3	1	2	0	679	187	843	25	-1	
5	1	3	1	2	1	679	192	40	20	96.966118	tion
5	1	3	1	2	2	732	191	23	20	96.495285	of
5	1	3	1	2	3	768	187	27	24	68.848450	3
5	1	3	1	2	4	808	191	45	20	96.924843	Vice
5	1	3	1	2	5	867	190	102	21	96.370384	President
5	1	3	1	2	6	981	189	40	21	93.194061	and
5	1	3	1	2	7	1035	189	109	21	92.119537	FinchSave
5	1	3	1	2	8	1159	189	85	20	79.089302	Director
5	1	3	1	2	9	1256	188	115	20	96.385399	assembled
5	1	3	1	2	10	1386	192	12	15	93.031265	a
5	1	3	1	2	11	1412	188	110	20	92.852379	FinchSave
4	1	3	1	3	0	679	219	843	27	-1	
5	1	3	1	3	1	679	221	119	22	96.017998	Committee
5	1	3	1	3	2	811	223	22	19	96.017998	to
5	1	3	1	3	3	846	220	59	26	96.858871	begin
5	1	3	1	3	4	919	220	86	24	96.551933	working
5	1	3	1	3	5	1018	224	27	15	96.824448	on
5	1	3	1	3	6	1059	219	118	25	96.847809	developing
5	1	3	1	3	7	1190	219	36	20	96.729233	the
5	1	3	1	3	8	1239	219	52	20	93.275200	2002
5	1	3	1	3	9	1306	219	111	20	46.099926	fFinchSave
5	1	3	1	3	10	1430	219	92	24	96.806259	Program
4	1	3	1	4	0	679	248	843	26	-1	
5	1	3	1	4	1	679	252	119	20	95.505028	Guidelines.
5	1	3	1	4	2	816	251	43	20	95.505028	The
5	1	3	1	4	3	868	251	115	21	95.605461	committee
5	1	3	1	4	4	993	251	86	20	96.908386	consists
5	1	3	1	4	5	1088	250	23	20	96.767189	of
5	1	3	1	4	6	1119	249	35	22	96.943565	the
5	1	3	1	4	7	1163	249	98	25	96.925865	following
5	1	3	1	4	8	1271	248	122	21	88.191696	individuals:
5	1	3	1	4	9	1414	249	34	19	88.191696	Ms.
5	1	3	1	4	10	1460	248	62	24	97.006439	Ginny
4	1	3	1	5	0	679	279	844	28	-1	
5	1	3	1	5	1	679	283	60	24	91.957504	Allen,
5	1	3	1	5	2	755	283	32	19	94.982597	Mr.
5	1	3	1	5	3	804	283	59	24	94.982597	Harry
5	1	3	1	5	4	878	283	76	23	96.931549	Bryant,
5	1	3	1	5	5	970	281	33	19	95.237816	Mr.
5	1	3	1	5	6	1019	280	75	22	95.726776	Roland
5	1	3	1	5	7	1107	280	69	24	96.748337	Cristo,
5	1	3	1	5	8	1192	280	35	20	96.371025	Ms.
5	1	3	1	5	9	1242	280	55	20	93.223877	Carol
5	1	3	1	5	10	1312	280	87	23	91.907677	Heesen,
5	1	3	1	5	11	1415	280	34	19	91.335823	Mr.
5	1	3	1	5	12	1464	279	59	20	96.687523	Vince
4	1	3	1	6	0	680	309	843	26	-1	
5	1	3	1	6	1	680	313	70	21	92.027489	Moase
5	1	3	1	6	2	758	313	40	19	96.914185	and
5	1	3	1	6	3	806	312	36	20	96.940994	the
5	1	3	1	6	4	851	312	39	20	96.879005	FSS
5	1	3	1	6	5	900	312	86	20	96.915588	Director
5	1	3	1	6	6	995	312	35	19	96.835495	Ms.
5	1	3	1	6	7	1042	312	49	19	96.860870	Kerri
5	1	3	1	6	8	1102	311	76	24	96.037697	McCoy.
5	1	3	1	6	9	1195	311	42	20	96.037697	The
5	1	3	1	6	10	1246	311	115	20	96.279762	committee
5	1	3	1	6	11	1370	309	37	21	96.845917	has
5	1	3	1	6	12	1415	309	76	21	93.055931	chosen
5	1	3	1	6	13	1502	311	21	19	83.621857	to
4	1	3	1	7	0	680	340	843	27	-1	
5	1	3	1	7	1	680	344	78	20	92.762344	include
5	1	3	1	7	2	770	343	81	20	37.405014	softbilis
5	1	3	1	7	3	864	344	18	19	96.480324	in
5	1	3	1	7	4	894	343	36	20	96.480324	the
5	1	3	1	7	5	941	341	41	22	96.924011	title
5	1	3	1	7	6	994	341	23	21	96.923523	of
5	1	3	1	7	7	1026	341	36	21	96.717377	the
5	1	3	1	7	8	1074	341	140	26	93.335159	organization.
5	1	3	1	7	9	1238	340	113	24	93.335159	Therefore,
5	1	3	1	7	10	1364	340	36	20	93.305176	the
5	1	3	1	7	11	1412	340	111	20	92.865067	FinchSave
4	1	3	1	8	0	682	372	709	27	-1	
5	1	3	1	8	1	682	375	89	24	89.777397	Program
5	1	3	1	8	2	782	375	16	19	92.821312	is
5	1	3	1	8	3	805	373	89	25	94.090103	officially
5	1	3	1	8	4	902	372	81	22	86.044983	entitled
5	1	3	1	8	5	992	372	35	20	96.974663	the
5	1	3	1	8	6	1036	372	57	20	96.875450	Finch
5	1	3	1	8	7	1102	372	40	20	93.302269	and
5	1	3	1	8	8	1151	372	72	20	80.318619	Softbill
5	1	3	1	8	9	1233	372	51	20	96.748207	Save
5	1	3	1	8	10	1294	372	97	24	95.029305	Program.
2	1	4	0	0	0	682	417	324	29	-1	
