level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	660	89	886	19	-1	
3	1	1	1	0	0	660	89	886	19	-1	
4	1	1	1	1	0	660	89	886	19	-1	
5	1	1	1	1	1	660	89	42	17	54.035667	May:
5	1	1	1	1	2	705	89	42	16	54.683994	June,
5	1	1	1	1	3	759	89	44	16	94.502220	2002
5	1	1	1	1	4	1528	91	18	17	65.927872	i
2	1	2	0	0	0	660	102	886	11	-1	
3	1	2	1	0	0	660	102	886	11	-1	
4	1	2	1	1	0	660	102	886	11	-1	
5	1	2	1	1	1	660	102	886	11	95.000000	 
2	1	3	0	0	0	679	158	818	71	-1	
3	1	3	1	0	0	679	158	818	71	-1	
4	1	3	1	1	0	679	158	145	28	-1	
5	1	3	1	1	1	679	158	55	23	96.408028	Tier
5	1	3	1	1	2	743	160	81	26	96.135223	Entry:
4	1	3	1	2	0	785	202	712	27	-1	
5	1	3	1	2	1	785	202	43	21	96.858101	Tier
5	1	3	1	2	2	836	202	46	21	95.732277	One
5	1	3	1	2	3	890	202	62	26	87.101944	(open
5	1	3	1	2	4	962	202	96	26	94.934631	banding)
5	1	3	1	2	5	1222	204	43	20	96.682999	Tier
5	1	3	1	2	6	1272	204	47	20	96.313530	Two
5	1	3	1	2	7	1328	204	63	25	96.023773	(close
5	1	3	1	2	8	1400	204	97	25	96.903358	banding)
2	1	4	0	0	0	787	246	720	82	-1	
3	1	4	1	0	0	787	246	720	82	-1	
4	1	4	1	1	0	787	246	703	27	-1	
5	1	4	1	1	1	787	246	8	21	85.431297	I
5	1	4	1	1	2	804	252	32	15	85.431297	am
5	1	4	1	1	3	845	247	109	20	96.923302	interested
5	1	4	1	1	4	964	248	16	19	96.905823	in
5	1	4	1	1	5	991	246	87	26	93.078354	learning
5	1	4	1	1	6	1087	252	56	16	96.230858	more
5	1	4	1	1	7	1151	248	63	20	96.207954	about
5	1	4	1	1	8	1222	248	41	20	95.692276	Tier
5	1	4	1	1	9	1272	248	13	20	95.847046	3
5	1	4	1	1	10	1294	249	40	19	95.847046	and
5	1	4	1	1	11	1343	253	45	20	96.919022	may
5	1	4	1	1	12	1398	249	25	19	93.290367	be
5	1	4	1	1	13	1432	249	58	19	91.455750	inter-
4	1	4	1	2	0	792	277	715	26	-1	
5	1	4	1	2	1	792	277	58	20	96.968605	ested
5	1	4	1	2	2	860	277	18	19	96.824387	in
5	1	4	1	2	3	887	277	79	24	96.523056	moving
5	1	4	1	2	4	975	282	57	15	96.460220	some
5	1	4	1	2	5	1042	277	22	20	96.967278	of
5	1	4	1	2	6	1072	282	31	19	96.745529	my
5	1	4	1	2	7	1112	278	79	25	96.321983	species
5	1	4	1	2	8	1200	278	41	21	96.321983	into
5	1	4	1	2	9	1248	278	43	21	95.470177	Tier
5	1	4	1	2	10	1300	278	18	20	93.944099	3.
5	1	4	1	2	11	1338	278	68	22	93.944099	Please
5	1	4	1	2	12	1415	278	51	21	96.135719	send
5	1	4	1	2	13	1475	284	32	15	96.542076	me
4	1	4	1	3	0	791	306	248	22	-1	
5	1	4	1	3	1	791	306	71	21	96.955643	details
5	1	4	1	3	2	871	308	57	19	96.665115	when
5	1	4	1	3	3	938	308	101	20	64.214348	available.
2	1	5	0	0	0	679	401	295	28	-1	
3	1	5	1	0	0	679	401	295	28	-1	
4	1	5	1	1	0	679	401	295	28	-1	
5	1	5	1	1	1	679	401	124	28	96.282745	Breeding
5	1	5	1	1	2	812	401	162	28	96.449005	Experience:
2	1	6	0	0	0	677	457	621	71	-1	
3	1	6	1	0	0	677	457	621	71	-1	
4	1	6	1	1	0	679	457	619	25	-1	
5	1	6	1	1	1	679	457	35	21	96.906464	Did
5	1	6	1	1	2	723	463	37	19	96.941574	you
5	1	6	1	1	3	771	457	73	21	77.026970	foster?
5	1	6	1	1	4	876	459	39	19	77.026970	Yes
5	1	6	1	1	5	1022	459	29	20	91.657509	No
5	1	6	1	1	6	1178	460	120	20	73.493126	Sometimes,
4	1	6	1	2	0	677	501	529	27	-1	
5	1	6	1	2	1	677	501	59	21	96.072975	What
5	1	6	1	2	2	744	503	79	24	96.526024	species
5	1	6	1	2	3	831	501	32	21	96.939774	did
5	1	6	1	2	4	872	507	39	20	96.854080	you
5	1	6	1	2	5	920	507	38	16	96.949921	use
5	1	6	1	2	6	966	507	24	16	96.943428	as
5	1	6	1	2	7	997	503	37	20	96.880051	the
5	1	6	1	2	8	1042	503	62	20	96.804726	foster
5	1	6	1	2	9	1112	503	94	25	96.942017	parents?
2	1	7	0	0	0	916	477	464	7	-1	
3	1	7	1	0	0	916	477	464	7	-1	
4	1	7	1	1	0	916	477	464	7	-1	
5	1	7	1	1	1	916	477	464	7	95.000000	 
2	1	8	0	0	0	676	557	837	10	-1	
3	1	8	1	0	0	676	557	837	10	-1	
4	1	8	1	1	0	676	557	837	10	-1	
5	1	8	1	1	1	676	557	837	10	95.000000	 
2	1	9	0	0	0	678	600	831	55	-1	
3	1	9	1	0	0	678	600	831	55	-1	
4	1	9	1	1	0	679	600	830	26	-1	
5	1	9	1	1	1	679	600	68	20	95.744827	Please
5	1	9	1	1	2	756	600	80	24	97.019958	provide
5	1	9	1	1	3	844	600	71	20	96.365257	details
5	1	9	1	1	4	923	605	27	15	96.452736	on
5	1	9	1	1	5	959	600	57	22	96.736191	when
5	1	9	1	1	6	1026	600	36	20	95.958427	the
5	1	9	1	1	7	1070	605	52	21	96.348885	eggs
5	1	9	1	1	8	1130	605	22	15	96.202843	or
5	1	9	1	1	9	1160	601	110	25	96.884125	hatchlings
5	1	9	1	1	10	1279	607	54	15	97.002853	were
5	1	9	1	1	11	1340	602	70	24	93.366806	placed
5	1	9	1	1	12	1419	601	46	21	96.209915	with
5	1	9	1	1	13	1474	603	35	19	96.989868	the
4	1	9	1	2	0	678	629	485	26	-1	
5	1	9	1	2	1	678	629	62	22	96.579849	foster
5	1	9	1	2	2	749	632	82	23	96.779549	parents
5	1	9	1	2	3	839	631	40	20	95.774796	and
5	1	9	1	2	4	887	631	44	24	96.210815	why
5	1	9	1	2	5	940	636	39	19	96.991013	you
5	1	9	1	2	6	988	631	63	20	96.953644	chose
5	1	9	1	2	7	1059	632	21	19	96.982742	to
5	1	9	1	2	8	1088	631	75	21	96.561920	foster?
2	1	10	0	0	0	676	686	835	8	-1	
3	1	10	1	0	0	676	686	835	8	-1	
4	1	10	1	1	0	676	686	835	8	-1	
5	1	10	1	1	1	676	686	835	8	95.000000	 
2	1	11	0	0	0	676	724	834	8	-1	
3	1	11	1	0	0	676	724	834	8	-1	
4	1	11	1	1	0	676	724	834	8	-1	
5	1	11	1	1	1	676	724	834	8	95.000000	 
2	1	12	0	0	0	676	761	835	9	-1	
3	1	12	1	0	0	676	761	835	9	-1	
4	1	12	1	1	0	676	761	835	9	-1	
5	1	12	1	1	1	676	761	835	9	95.000000	 
2	1	13	0	0	0	676	798	835	9	-1	
3	1	13	1	0	0	676	798	835	9	-1	
4	1	13	1	1	0	676	798	835	9	-1	
5	1	13	1	1	1	676	798	835	9	95.000000	 
2	1	14	0	0	0	676	823	839	118	-1	
3	1	14	1	0	0	676	823	839	118	-1	
4	1	14	1	1	0	676	823	835	28	-1	
5	1	14	1	1	1	676	823	72	22	95.212936	When
5	1	14	1	1	2	756	823	111	26	96.506287	fostered,
