level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	659	102	872	8	-1	
3	1	1	1	0	0	659	102	872	8	-1	
4	1	1	1	1	0	659	102	872	8	-1	
5	1	1	1	1	1	659	102	872	8	95.000000	 
2	1	2	0	0	0	648	87	886	19	-1	
3	1	2	1	0	0	648	87	886	19	-1	
4	1	2	1	1	0	648	87	886	19	-1	
5	1	2	1	1	1	648	87	22	19	76.649918	30
5	1	2	1	1	2	1090	89	71	17	68.329132	Journal
5	1	2	1	1	3	1166	90	18	16	96.376488	of
5	1	2	1	1	4	1189	89	27	16	95.995956	the
5	1	2	1	1	5	1221	89	79	16	96.311295	National
5	1	2	1	1	6	1305	89	51	16	44.135223	Finch
5	1	2	1	1	7	1362	89	35	16	79.844887	und
5	1	2	1	1	8	1401	89	65	17	87.940132	Sofibill
5	1	2	1	1	9	1471	90	63	16	53.592182	Society:
2	1	3	0	0	0	649	133	622	88	-1	
3	1	3	1	0	0	649	133	622	88	-1	
4	1	3	1	1	0	914	133	357	17	-1	
5	1	3	1	1	1	914	133	28	15	80.478516	4th
5	1	3	1	1	2	950	133	67	17	63.089409	Quarter,
5	1	3	1	1	3	1029	133	40	16	93.262253	2001
5	1	3	1	1	4	1080	133	50	16	65.664948	NFSS
5	1	3	1	1	5	1138	133	53	16	96.875832	Board
5	1	3	1	1	6	1198	133	73	17	90.287224	Meeting
4	1	3	1	2	0	649	166	559	23	-1	
5	1	3	1	2	1	649	166	34	16	77.254150	The
5	1	3	1	2	2	689	166	86	22	95.951515	following
5	1	3	1	2	3	781	171	26	13	96.778046	are
5	1	3	1	2	4	814	166	26	18	96.514206	the
5	1	3	1	2	5	846	167	56	17	95.933891	results
5	1	3	1	2	6	909	167	20	17	96.826172	of
5	1	3	1	2	7	934	167	27	17	96.615471	the
5	1	3	1	2	8	966	167	27	17	96.637688	4th
5	1	3	1	2	9	1001	168	67	20	88.505203	Quarter
5	1	3	1	2	10	1075	167	52	17	96.924286	Board
5	1	3	1	2	11	1134	168	74	21	82.272568	Meeting:
4	1	3	1	3	0	649	202	62	19	-1	
5	1	3	1	3	1	649	202	62	19	55.910641	Tabled
2	1	4	0	0	0	648	237	887	47	-1	
