level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	665	87	142	17	-1	
3	1	1	1	0	0	665	87	142	17	-1	
4	1	1	1	1	0	665	87	142	17	-1	
5	1	1	1	1	1	665	87	39	17	64.745239	Max:
5	1	1	1	1	2	709	87	42	16	25.008488	dipte,
5	1	1	1	1	3	763	87	44	16	87.305656	2002
2	1	2	0	0	0	666	103	884	5	-1	
3	1	2	1	0	0	666	103	884	5	-1	
4	1	2	1	1	0	666	103	884	5	-1	
5	1	2	1	1	1	666	103	884	5	95.000000	 
2	1	3	0	0	0	704	151	375	572	-1	
3	1	3	1	0	0	704	151	375	572	-1	
4	1	3	1	1	0	707	151	372	20	-1	
5	1	3	1	1	1	707	151	41	18	96.719528	The
5	1	3	1	1	2	763	152	79	18	94.664452	contact
5	1	3	1	1	3	856	151	50	20	95.657028	calls
5	1	3	1	1	4	919	151	21	20	96.766655	of
5	1	3	1	1	5	953	152	47	19	96.647781	both
5	1	3	1	1	6	1015	156	64	15	96.876633	sexes
4	1	3	1	2	0	706	180	373	23	-1	
5	1	3	1	2	1	706	184	36	15	96.121620	are
5	1	3	1	2	2	753	180	78	23	96.308708	subject
5	1	3	1	2	3	841	180	21	19	96.154007	to
5	1	3	1	2	4	873	180	59	19	96.154007	much
5	1	3	1	2	5	945	180	62	20	93.114914	minor
5	1	3	1	2	6	1017	180	62	19	91.944267	varia-
4	1	3	1	3	0	706	208	370	24	-1	
5	1	3	1	3	1	706	208	45	21	95.945084	tion,
5	1	3	1	3	2	768	208	51	19	95.777008	such
5	1	3	1	3	3	835	213	25	14	93.082970	as
5	1	3	1	3	4	876	208	60	24	58.920021	kyew.
5	1	3	1	3	5	955	209	56	23	90.054031	kyah,
5	1	3	1	3	6	1028	209	48	19	87.786659	kew,
4	1	3	1	4	0	706	237	373	24	-1	
5	1	3	1	4	1	706	238	50	18	92.616432	ztew
5	1	3	1	4	2	765	237	103	23	73.876709	(personal
5	1	3	1	4	3	879	237	149	24	58.644539	observations}
5	1	3	1	4	4	1038	238	41	18	96.491524	and
4	1	3	1	5	0	706	267	373	24	-1	
5	1	3	1	5	1	706	271	39	14	96.724136	can
5	1	3	1	5	2	755	267	25	19	93.200851	be
5	1	3	1	5	3	789	267	130	23	92.269814	low-pitched,
5	1	3	1	5	4	929	267	65	21	64.784935	nasal,
5	1	3	1	5	5	1004	267	75	24	69.005745	slightly
4	1	3	1	6	0	706	295	373	20	-1	
5	1	3	1	6	1	706	295	61	19	96.411118	harsh
5	1	3	1	6	2	781	295	40	19	96.411118	and
5	1	3	1	6	3	835	295	66	19	96.138878	harsh.
5	1	3	1	6	4	917	295	46	20	96.289001	One
5	1	3	1	6	5	976	295	22	20	93.293564	of
5	1	3	1	6	6	1011	295	68	20	92.840500	Good-
4	1	3	1	7	0	706	323	372	24	-1	
5	1	3	1	7	1	706	323	54	19	92.933517	win's
5	1	3	1	7	2	776	324	78	23	95.995995	captive
5	1	3	1	7	3	870	323	86	20	72.100784	females
5	1	3	1	7	4	973	324	77	19	95.970940	uttered
5	1	3	1	7	5	1065	328	13	15	96.988930	a
4	1	3	1	8	0	706	351	373	24	-1	
5	1	3	1	8	1	706	351	51	24	96.058151	long,
5	1	3	1	8	2	773	352	90	23	82.813957	plaintive
