level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	1091	94	446	19	-1	
3	1	1	1	0	0	1091	94	446	19	-1	
4	1	1	1	1	0	1091	94	446	19	-1	
5	1	1	1	1	1	1091	94	71	17	56.178135	fournal
5	1	1	1	1	2	1167	95	21	17	96.026604	of
5	1	1	1	1	3	1190	95	27	16	96.026604	the
5	1	1	1	1	4	1223	95	78	16	60.744804	National
5	1	1	1	1	5	1307	94	51	17	93.737419	Finch
5	1	1	1	1	6	1363	95	35	16	93.302170	and
5	1	1	1	1	7	1402	95	64	17	40.140327	Softhill
5	1	1	1	1	8	1472	95	65	18	81.310997	Society:
2	1	2	0	0	0	648	110	888	4	-1	
3	1	2	1	0	0	648	110	888	4	-1	
4	1	2	1	1	0	648	110	888	4	-1	
5	1	2	1	1	1	648	110	888	4	95.000000	 
2	1	3	0	0	0	718	162	758	39	-1	
3	1	3	1	0	0	718	162	758	39	-1	
4	1	3	1	1	0	718	162	758	39	-1	
5	1	3	1	1	1	718	163	105	28	92.055740	NFSS
5	1	3	1	1	2	837	162	221	29	95.102287	President's
5	1	3	1	1	3	1072	163	178	38	96.325935	Message,
5	1	3	1	1	4	1266	164	95	37	96.414474	May,
5	1	3	1	1	5	1376	163	100	30	95.754402	2002
2	1	4	0	0	0	682	232	252	290	-1	
3	1	4	1	0	0	682	232	252	290	-1	
4	1	4	1	1	0	682	232	252	290	-1	
5	1	4	1	1	1	682	232	252	290	95.000000	   
2	1	5	0	0	0	928	238	590	83	-1	
3	1	5	1	0	0	927	238	591	86	-1	
4	1	5	1	1	0	991	238	526	24	-1	
5	1	5	1	1	1	991	238	111	23	96.654976	Everyone
5	1	5	1	1	2	1114	238	81	24	95.746346	always
5	1	5	1	1	3	1207	243	75	14	96.015320	seems
5	1	5	1	1	4	1292	241	23	16	95.808395	to
5	1	5	1	1	5	1327	241	58	16	95.808395	want
5	1	5	1	1	6	1398	238	56	19	93.305557	their
5	1	5	1	1	7	1465	238	52	19	92.322929	chil-
4	1	5	1	2	0	928	266	590	31	-1	
