level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	651	107	21	16	-1	
3	1	1	1	0	0	651	107	21	16	-1	
4	1	1	1	1	0	651	107	21	16	-1	
5	1	1	1	1	1	651	107	21	16	78.409126	28
2	1	2	0	0	0	1094	107	440	22	-1	
3	1	2	1	0	0	1094	107	440	22	-1	
4	1	2	1	1	0	1094	107	440	22	-1	
5	1	2	1	1	1	1094	107	69	16	0.000000	Joursad
5	1	2	1	1	2	1170	107	20	18	93.166695	of
5	1	2	1	1	3	1191	107	27	16	95.158020	the
5	1	2	1	1	4	1224	108	78	15	82.680443	National
5	1	2	1	1	5	1317	108	42	15	36.948284	Pinch
5	1	2	1	1	6	1365	108	36	15	45.636642	snd
5	1	2	1	1	7	1405	108	64	16	38.927914	Sofibil
5	1	2	1	1	8	1474	109	60	20	31.782345	Sactet,
2	1	3	0	0	0	649	122	860	6	-1	
3	1	3	1	0	0	649	122	860	6	-1	
4	1	3	1	1	0	649	122	860	6	-1	
5	1	3	1	1	1	649	122	860	6	95.000000	 
2	1	4	0	0	0	674	172	393	415	-1	
3	1	4	1	0	0	674	172	393	415	-1	
4	1	4	1	1	0	675	172	392	27	-1	
5	1	4	1	1	1	675	172	113	22	89.975410	Gouldians
5	1	4	1	1	2	812	172	39	22	84.821854	and
5	1	4	1	1	3	876	172	81	27	84.821854	Society
5	1	4	1	1	4	983	172	84	21	89.267456	Finches
4	1	4	1	2	0	677	204	389	27	-1	
5	1	4	1	2	1	677	204	50	21	96.292152	from
5	1	4	1	2	2	738	206	33	20	93.152611	the
5	1	4	1	2	3	782	206	115	20	89.509995	Dickmans.
5	1	4	1	2	4	911	206	95	25	96.399300	Recently
5	1	4	1	2	5	1018	206	48	20	96.926491	Rich
4	1	4	1	3	0	676	238	391	25	-1	
5	1	4	1	3	1	676	243	40	15	96.739342	was
5	1	4	1	3	2	734	238	93	20	95.608276	awarded
5	1	4	1	3	3	844	238	123	25	96.576698	recognition
5	1	4	1	3	4	987	238	31	20	95.715927	for
5	1	4	1	3	5	1035	238	32	20	95.715927	the
4	1	4	1	4	0	676	270	391	26	-1	
5	1	4	1	4	1	676	271	47	19	96.877296	Best
5	1	4	1	4	2	734	271	82	25	96.319237	Society
5	1	4	1	4	3	828	270	60	20	94.480759	Finch
