level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	651	96	143	17	-1	
3	1	1	1	0	0	651	96	143	17	-1	
4	1	1	1	1	0	651	96	143	17	-1	
5	1	1	1	1	1	651	96	39	17	42.092823	May
5	1	1	1	1	2	695	96	43	16	42.092823	Jutte,
5	1	1	1	1	3	752	96	42	16	89.997559	2002.
2	1	2	0	0	0	650	108	888	8	-1	
3	1	2	1	0	0	650	108	888	8	-1	
4	1	2	1	1	0	650	108	888	8	-1	
5	1	2	1	1	1	650	108	888	8	95.000000	 
2	1	3	0	0	0	723	157	794	89	-1	
3	1	3	1	0	0	723	157	794	89	-1	
4	1	3	1	1	0	723	157	793	27	-1	
5	1	3	1	1	1	723	168	9	10	67.336761	*
5	1	3	1	1	2	747	162	43	20	96.919540	The
5	1	3	1	1	3	800	161	50	23	93.292191	Lady
5	1	3	1	1	4	860	160	95	20	93.074348	Gouldian
5	1	3	1	1	5	968	160	63	24	96.853935	Finch,
5	1	3	1	1	6	1043	160	36	19	97.019180	the
5	1	3	1	1	7	1090	159	77	25	96.615532	Society
5	1	3	1	1	8	1179	159	63	24	96.615532	Finch,
5	1	3	1	1	9	1253	159	36	20	96.932411	the
5	1	3	1	1	10	1299	159	48	20	97.004463	Java
5	1	3	1	1	11	1359	159	46	19	96.535507	Rice
5	1	3	1	1	12	1415	158	49	23	96.970398	Bird,
5	1	3	1	1	13	1475	157	41	21	96.542976	and
4	1	3	1	2	0	747	188	770	27	-1	
5	1	3	1	2	1	747	192	36	20	96.509911	the
5	1	3	1	2	2	792	191	62	20	96.880707	Zebra
5	1	3	1	2	3	864	191	56	21	96.303841	Finch
5	1	3	1	2	4	931	191	34	20	96.843513	will
5	1	3	1	2	5	975	191	26	20	96.843513	be
5	1	3	1	2	6	1010	189	97	22	96.149597	excluded
5	1	3	1	2	7	1117	189	50	21	96.608299	from
5	1	3	1	2	8	1178	190	35	20	96.978714	the
5	1	3	1	2	9	1222	193	92	22	96.516312	program
5	1	3	1	2	10	1323	190	22	20	96.796532	at
5	1	3	1	2	11	1354	189	39	19	96.796532	this
5	1	3	1	2	12	1402	189	53	21	91.585014	time.
5	1	3	1	2	13	1475	188	42	20	91.585014	The
4	1	3	1	3	0	748	220	542	26	-1	
5	1	3	1	3	1	748	223	115	20	95.379585	committee
5	1	3	1	3	2	871	221	35	21	96.184944	will
5	1	3	1	3	3	915	222	71	20	96.635284	review
5	1	3	1	3	4	994	221	60	21	95.924866	these
5	1	3	1	3	5	1062	222	59	24	96.926460	again
5	1	3	1	3	6	1130	221	21	19	96.639191	at
5	1	3	1	3	7	1159	225	12	15	95.713623	a
5	1	3	1	3	8	1180	220	49	20	95.713623	later
5	1	3	1	3	9	1236	220	54	20	96.710098	date.
2	1	4	0	0	0	675	265	552	30	-1	
3	1	4	1	0	0	675	265	552	30	-1	
4	1	4	1	1	0	675	265	552	30	-1	
5	1	4	1	1	1	675	268	68	22	96.410339	2002
5	1	4	1	1	2	752	268	118	27	96.410339	Program
5	1	4	1	1	3	879	265	147	23	95.905403	Guidelines
5	1	4	1	1	4	1035	265	104	29	95.167824	(what's
5	1	4	1	1	5	1148	265	79	29	96.419167	new):
2	1	5	0	0	0	672	311	846	242	-1	
3	1	5	1	0	0	672	311	846	242	-1	
4	1	5	1	1	0	672	311	845	24	-1	
5	1	5	1	1	1	672	315	43	20	96.925903	The
5	1	5	1	1	2	726	315	56	20	96.661896	Finch
5	1	5	1	1	3	794	313	38	21	93.226845	and
5	1	5	1	1	4	844	313	74	21	91.407249	Softbill
5	1	5	1	1	5	928	314	52	20	96.322899	Save
5	1	5	1	1	6	991	313	120	21	95.656868	Committee
5	1	5	1	1	7	1120	312	38	20	96.510513	has
5	1	5	1	1	8	1168	312	77	20	96.466637	chosen
5	1	5	1	1	9	1255	313	22	19	96.977814	to
5	1	5	1	1	10	1287	312	95	20	95.299042	establish
5	1	5	1	1	11	1394	316	12	15	95.061310	a
5	1	5	1	1	12	1418	311	99	20	83.153275	multi-tier
4	1	5	1	2	0	673	341	845	29	-1	
5	1	5	1	2	1	673	350	93	20	96.265800	program
5	1	5	1	2	2	776	344	30	20	95.706047	for
5	1	5	1	2	3	815	344	56	20	96.559044	Finch
5	1	5	1	2	4	882	344	40	20	93.176117	and
5	1	5	1	2	5	931	343	74	21	90.574364	Softbill
5	1	5	1	2	6	1015	344	59	19	96.645248	Save.
5	1	5	1	2	7	1094	343	44	20	96.645248	One
5	1	5	1	2	8	1147	343	28	24	96.775246	of,
5	1	5	1	2	9	1186	343	13	20	96.862663	if
5	1	5	1	2	10	1208	344	35	19	96.862663	not
5	1	5	1	2	11	1251	343	36	20	96.988953	the
5	1	5	1	2	12	1297	343	78	24	97.006569	biggest
5	1	5	1	2	13	1385	341	80	25	96.999870	change
5	1	5	1	2	14	1474	341	44	21	97.001434	that
4	1	5	1	3	0	673	372	844	26	-1	
5	1	5	1	3	1	673	376	35	19	96.096985	will
5	1	5	1	3	2	719	376	26	19	96.347397	be
5	1	5	1	3	3	755	376	60	19	96.347397	made
5	1	5	1	3	4	824	376	22	18	96.569778	to
5	1	5	1	3	5	855	375	36	19	96.967705	the
5	1	5	1	3	6	902	375	52	19	96.961571	2002
5	1	5	1	3	7	964	374	57	20	96.941872	Finch
5	1	5	1	3	8	1031	374	40	19	92.839600	and
5	1	5	1	3	9	1082	374	73	20	74.908394	Softbill
5	1	5	1	3	10	1166	374	52	19	96.788864	Save
5	1	5	1	3	11	1228	378	91	20	96.541252	program
5	1	5	1	3	12	1330	372	35	19	96.213394	will
5	1	5	1	3	13	1375	372	27	19	95.423370	be
5	1	5	1	3	14	1413	372	58	25	91.123863	lifting
5	1	5	1	3	15	1482	372	35	19	96.948006	the
4	1	5	1	4	0	674	403	841	28	-1	
5	1	5	1	4	1	674	406	133	25	96.424294	requirement
5	1	5	1	4	2	819	405	29	21	96.446381	for
5	1	5	1	4	3	860	405	55	21	96.507835	close
5	1	5	1	4	4	927	405	86	24	96.985161	banding
5	1	5	1	4	5	1026	406	21	19	96.974586	to
5	1	5	1	4	6	1059	403	72	26	94.666740	qualify
5	1	5	1	4	7	1143	403	31	20	96.944168	for
5	1	5	1	4	8	1185	403	114	26	96.731033	registering
5	1	5	1	4	9	1313	403	45	20	96.676285	with
5	1	5	1	4	10	1370	403	35	20	96.957458	the
5	1	5	1	4	11	1417	407	98	20	94.309113	program.
4	1	5	1	5	0	673	433	843	26	-1	
5	1	5	1	5	1	673	437	46	20	92.619965	This
5	1	5	1	5	2	727	437	35	20	96.993401	will
5	1	5	1	5	3	771	437	27	20	96.699463	be
5	1	5	1	5	4	806	435	96	22	96.894737	achieved
5	1	5	1	5	5	910	435	85	24	96.654533	through
5	1	5	1	5	6	1004	434	130	25	96.654533	establishing
5	1	5	1	5	7	1143	439	12	15	96.870094	a
5	1	5	1	5	8	1164	434	99	20	95.863678	multi-tier
5	1	5	1	5	9	1272	438	99	21	95.986649	program.
5	1	5	1	5	10	1390	434	21	19	93.836395	In
5	1	5	1	5	11	1421	433	35	20	93.836395	the
