level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	654	78	888	24	-1	
3	1	1	1	0	0	654	78	888	24	-1	
4	1	1	1	1	0	654	78	888	24	-1	
5	1	1	1	1	1	654	85	40	17	63.811096	May
5	1	1	1	1	2	699	85	42	16	34.159397	dime,
5	1	1	1	1	3	754	84	43	17	92.123199	2002
5	1	1	1	1	4	1521	78	21	16	94.725578	33
2	1	2	0	0	0	654	94	888	11	-1	
3	1	2	1	0	0	654	94	888	11	-1	
4	1	2	1	1	0	654	94	888	11	-1	
5	1	2	1	1	1	654	94	888	11	95.000000	 
2	1	3	0	0	0	647	134	649	88	-1	
3	1	3	1	0	0	647	134	649	88	-1	
4	1	3	1	1	0	647	134	112	22	-1	
5	1	3	1	1	1	647	134	112	22	89.184387	Mentbership
4	1	3	1	2	0	647	166	649	26	-1	
5	1	3	1	2	1	647	170	56	22	93.305687	Single
5	1	3	1	2	2	711	170	110	20	89.095734	Mentbership
5	1	3	1	2	3	829	170	37	16	73.062935	524.
5	1	3	1	2	4	879	169	40	16	24.662609	Dusl
5	1	3	1	2	5	927	168	111	21	96.858398	Membership
5	1	3	1	2	6	1045	169	28	16	83.725555	65.
5	1	3	1	2	7	1085	167	44	17	93.305946	Total
5	1	3	1	2	8	1138	167	119	20	91.424606	Mentberships
5	1	3	1	2	9	1263	166	33	16	93.680496	589
4	1	3	1	3	0	647	206	110	16	-1	
5	1	3	1	3	1	647	206	55	16	83.571571	Eileen
5	1	3	1	3	2	711	206	46	16	96.544044	Laird
2	1	4	0	0	0	647	246	910	111	-1	
3	1	4	1	0	0	647	246	323	23	-1	
4	1	4	1	1	0	647	246	323	23	-1	
5	1	4	1	1	1	647	249	44	20	56.109032	item
5	1	4	1	1	2	702	249	33	19	47.297131	(B)-
5	1	4	1	1	3	747	248	62	17	48.642990	Tabled
5	1	4	1	1	4	815	247	24	21	96.041534	for
5	1	4	1	1	5	847	247	59	17	95.045578	further
5	1	4	1	1	6	913	246	57	18	95.045578	review
3	1	4	2	0	0	647	278	910	79	-1	
4	1	4	2	1	0	648	278	909	24	-1	
5	1	4	2	1	1	648	285	42	16	74.688110	Bulk
5	1	4	2	1	2	698	285	40	16	96.130859	Mail
5	1	4	2	1	3	747	284	40	17	95.886330	from
5	1	4	2	1	4	795	285	48	16	93.291458	Steve
5	1	4	2	1	5	851	284	79	16	66.641968	Poe.-‘The
5	1	4	2	1	6	938	282	100	18	95.534454	elimination
5	1	4	2	1	7	1046	282	20	16	95.741722	of
5	1	4	2	1	8	1071	282	27	16	96.696991	the
5	1	4	2	1	9	1105	282	37	16	96.835510	bulk
5	1	4	2	1	10	1151	281	67	21	89.372070	mailing
5	1	4	2	1	11	1225	281	19	16	96.821922	of
5	1	4	2	1	12	1250	281	75	16	85.012642	bulletins
5	1	4	2	1	13	1331	280	33	17	96.770767	and
5	1	4	2	1	14	1370	279	27	17	96.759209	the
5	1	4	2	1	15	1405	284	41	12	96.472610	raise
5	1	4	2	1	16	1453	278	20	18	93.290695	of
5	1	4	2	1	17	1478	278	79	16	89.545921	member-
4	1	4	2	2	0	647	304	909	28	-1	
5	1	4	2	2	1	647	310	38	22	95.535995	ship
5	1	4	2	2	2	695	310	34	17	90.045082	fees
5	1	4	2	2	3	738	313	17	14	96.826881	to
5	1	4	2	2	4	764	314	49	13	96.837410	cover
5	1	4	2	2	5	822	310	25	17	96.635635	the
5	1	4	2	2	6	858	312	35	14	95.015633	cost.
5	1	4	2	2	7	915	309	64	19	87.255508	(Please
5	1	4	2	2	8	988	308	66	17	57.916855	include
5	1	4	2	2	9	1063	308	48	17	96.978058	Steve
5	1	4	2	2	10	1122	308	31	16	96.717239	Poe
5	1	4	2	2	11	1163	308	15	16	96.715530	in
5	1	4	2	2	12	1190	306	19	18	89.099609	all
5	1	4	2	2	13	1219	306	91	18	92.847176	discussion
5	1	4	2	2	14	1321	305	99	22	89.620979	conceming
5	1	4	2	2	15	1428	305	28	16	95.215744	the
5	1	4	2	2	16	1465	304	41	17	95.215744	Bulk
5	1	4	2	2	17	1517	305	39	16	31.776234	Mail
4	1	4	2	3	0	648	337	57	20	-1	
5	1	4	2	3	1	648	337	57	20	67.469063	issne.}
2	1	5	0	0	0	648	366	910	158	-1	
3	1	5	1	0	0	648	366	910	158	-1	
4	1	5	1	1	0	648	366	909	27	-1	
5	1	5	1	1	1	648	373	39	16	51.347240	lam
5	1	5	1	1	2	695	372	95	21	93.927620	wondering
5	1	5	1	1	3	798	372	41	16	96.214340	what
5	1	5	1	1	4	847	377	31	15	96.856720	you
5	1	5	1	1	5	886	372	44	16	96.960915	think
5	1	5	1	1	6	938	370	48	18	94.645370	about
5	1	5	1	1	7	993	370	32	17	94.645370	this
5	1	5	1	1	8	1032	370	35	17	77.171562	idea.
5	1	5	1	1	9	1087	370	27	16	96.641663	No
5	1	5	1	1	10	1121	374	44	12	96.279518	more
5	1	5	1	1	11	1173	369	38	16	96.338165	bulk
5	1	5	1	1	12	1219	369	36	16	75.602928	mail.
5	1	5	1	1	13	1275	369	42	16	92.604042	Start
5	1	5	1	1	14	1323	368	70	21	96.539833	phasing
5	1	5	1	1	15	1399	370	11	14	82.871483	tt
5	1	5	1	1	16	1418	369	28	15	96.765198	out
5	1	5	1	1	17	1454	366	31	18	96.137497	and
5	1	5	1	1	18	1491	366	47	19	25.574966	wher
5	1	5	1	1	19	1546	366	11	17	96.623604	it
4	1	5	1	2	0	648	392	909	28	-1	
5	1	5	1	2	1	648	402	35	18	52.212833	wets
5	1	5	1	2	2	690	398	32	17	96.617020	low
5	1	5	1	2	3	730	398	69	22	85.692276	enough.
5	1	5	1	2	4	807	398	32	17	93.610695	bite
5	1	5	1	2	5	846	398	27	17	96.897896	the
5	1	5	1	2	6	879	397	50	16	94.407150	bullet
5	1	5	1	2	7	935	397	32	19	32.866573	ad
5	1	5	1	2	8	974	397	49	20	96.190842	dump
5	1	5	1	2	9	1031	396	15	17	94.377731	it.
5	1	5	1	2	10	1061	396	40	18	95.040176	(Not
5	1	5	1	2	11	1107	400	38	12	96.414978	sure
5	1	5	1	2	12	1151	396	42	16	93.254074	what
5	1	5	1	2	13	1201	396	41	16	82.129395	“fow
5	1	5	1	2	14	1249	394	75	22	85.474548	enough”
5	1	5	1	2	15	1331	394	19	17	69.996765	is,
5	1	5	1	2	16	1357	394	28	16	95.931145	but
5	1	5	1	2	17	1393	393	4	16	81.282867	|
5	1	5	1	2	18	1405	393	49	17	95.135094	could
5	1	5	1	2	19	1461	393	51	16	96.731003	check
5	1	5	1	2	20	1520	392	37	17	92.965683	with
4	1	5	1	3	0	648	418	910	24	-1	
5	1	5	1	3	1	648	425	27	16	96.940788	the
5	1	5	1	3	2	684	425	37	16	93.240250	Post
5	1	5	1	3	3	728	424	70	18	84.142105	Olfice.)
5	1	5	1	3	4	811	424	34	16	96.781860	The
5	1	5	1	3	5	852	422	90	18	95.246460	difference
5	1	5	1	3	6	950	428	16	12	96.638359	in
5	1	5	1	3	7	974	425	35	14	96.638359	cost
5	1	5	1	3	8	1016	425	18	14	91.322678	to
5	1	5	1	3	9	1042	422	80	17	95.389832	members
5	1	5	1	3	10	1130	421	14	16	96.955009	is
5	1	5	1	3	11	1151	421	39	20	96.567421	only
5	1	5	1	3	12	1198	420	20	18	92.594063	$5
5	1	5	1	3	13	1227	425	10	12	92.594063	a
5	1	5	1	3	14	1245	425	36	16	94.228958	year.
5	1	5	1	3	15	1301	420	35	16	85.396194	‘The
5	1	5	1	3	16	1343	420	90	16	93.821503	difference
5	1	5	1	3	17	1441	418	15	17	96.341286	in
5	1	5	1	3	18	1465	424	29	11	92.034508	our
5	1	5	1	3	19	1501	421	35	14	92.034508	cost
5	1	5	1	3	20	1545	418	13	17	96.276352	is
4	1	5	1	4	0	648	445	904	26	-1	
5	1	5	1	4	1	648	450	39	18	90.196915	$.60
5	1	5	1	4	2	696	456	19	11	96.757515	an
5	1	5	1	4	3	727	454	48	13	93.049072	issue.
5	1	5	1	4	4	784	454	18	13	94.790436	or
5	1	5	1	4	5	812	449	49	18	95.978828	$3.60
5	1	5	1	4	6	871	454	8	12	81.791901	a
5	1	5	1	4	7	888	453	42	18	91.627541	year.
5	1	5	1	4	8	950	449	29	16	92.905678	We
5	1	5	1	4	9	989	448	54	17	96.107780	would
5	1	5	1	4	10	1054	448	69	20	96.659859	actually
5	1	5	1	4	11	1133	448	48	16	96.407669	make
5	1	5	1	4	12	1190	446	48	18	96.147240	about
5	1	5	1	4	13	1247	446	50	18	94.757156	$1.40
5	1	5	1	4	14	1306	449	43	14	96.321304	extra
5	1	5	1	4	15	1359	450	27	17	96.683609	per
5	1	5	1	4	16	1395	445	74	16	95.612785	member
5	1	5	1	4	17	1478	449	27	16	93.308922	per
5	1	5	1	4	18	1515	449	37	16	93.308922	year
4	1	5	1	5	0	648	469	910	28	-1	
5	1	5	1	5	1	648	477	53	16	96.279152	These
5	1	5	1	5	2	708	481	27	12	95.779129	are
5	1	5	1	5	3	742	476	88	21	96.859352	negligible
5	1	5	1	5	4	838	478	44	14	96.223396	costs
5	1	5	1	5	5	888	476	17	15	96.223396	in
5	1	5	1	5	6	912	474	79	22	48.063728	anyone's
5	1	5	1	5	7	999	478	39	17	93.665947	eyes
5	1	5	1	5	8	1046	473	31	18	93.665947	aud
5	1	5	1	5	9	1085	473	55	16	96.840874	would
5	1	5	1	5	10	1147	473	82	16	96.440208	eliminate
5	1	5	1	5	11	1237	477	8	12	92.307709	a
5	1	5	1	5	12	1253	472	53	17	96.231552	whole
5	1	5	1	5	13	1313	472	23	16	91.803032	lot
5	1	5	1	5	14	1343	471	19	17	96.931221	of
5	1	5	1	5	15	1369	470	91	18	95.931755	headaches
5	1	5	1	5	16	1467	470	31	17	96.963593	and
5	1	5	1	5	17	1506	469	52	22	88.258789	possi-
4	1	5	1	6	0	648	498	551	26	-1	
5	1	5	1	6	1	648	502	29	22	96.001503	bly
5	1	5	1	6	2	683	502	110	21	95.826904	membership
5	1	5	1	6	3	799	501	115	18	96.522690	cancellations
5	1	5	1	6	4	920	501	31	16	96.454811	due
5	1	5	1	6	5	958	504	16	13	93.798668	to
5	1	5	1	6	6	979	504	28	13	96.450317	not
5	1	5	1	6	7	1014	502	63	19	96.435493	getting
5	1	5	1	6	8	1082	500	40	16	96.129181	their
5	1	5	1	6	9	1129	498	70	18	77.541130	bulletin.
2	1	6	0	0	0	648	532	891	27	-1	
3	1	6	1	0	0	648	532	891	27	-1	
4	1	6	1	1	0	648	532	891	27	-1	
5	1	6	1	1	1	648	538	69	18	95.179047	Current
5	1	6	1	1	2	724	537	110	22	93.217041	Membership
5	1	6	1	1	3	840	537	86	18	91.015625	Cost=$25
5	1	6	1	1	4	944	537	47	16	63.575634	Basic
5	1	6	1	1	5	998	536	43	17	95.151596	Club
5	1	6	1	1	6	1047	536	93	16	93.290985	Affiliation
5	1	6	1	1	7	1147	534	81	18	72.961418	cost=$25
5	1	6	1	1	8	1241	534	39	17	96.302490	First
5	1	6	1	1	9	1286	534	43	17	96.302490	class
5	1	6	1	1	10	1335	533	70	22	96.453316	Mailing
5	1	6	1	1	11	1411	538	21	11	93.013733	on
5	1	6	1	1	12	1439	532	100	17	84.470810	cither=$30.
2	1	7	0	0	0	650	568	910	128	-1	
3	1	7	1	0	0	650	568	910	128	-1	
4	1	7	1	1	0	650	568	908	28	-1	
5	1	7	1	1	1	650	574	52	22	96.016098	Using
5	1	7	1	1	2	708	574	37	21	96.081818	July
5	1	7	1	1	3	753	574	41	17	92.537277	2001
5	1	7	1	1	4	805	573	60	22	90.565514	ligures
5	1	7	1	1	5	872	577	18	12	94.862831	as
5	1	7	1	1	6	898	577	9	12	94.862831	a
5	1	7	1	1	7	914	572	59	21	96.550095	typical
5	1	7	1	1	8	982	572	72	21	94.006180	mailing.
5	1	7	1	1	9	1062	576	25	12	97.000305	we
5	1	7	1	1	10	1095	570	59	18	96.809334	mailed
5	1	7	1	1	11	1162	570	32	18	95.888153	435
5	1	7	1	1	12	1202	570	38	17	89.568588	bulk
5	1	7	1	1	13	1249	570	31	17	96.699722	and
5	1	7	1	1	14	1290	569	30	18	94.248260	136
5	1	7	1	1	15	1330	571	22	16	74.808678	Ist
5	1	7	1	1	16	1359	569	47	18	90.707024	class.
5	1	7	1	1	17	1422	568	39	17	96.806839	This
5	1	7	1	1	18	1470	568	13	17	96.910362	is
5	1	7	1	1	19	1490	568	68	21	96.747375	roughly
4	1	7	1	2	0	650	593	908	28	-1	
5	1	7	1	2	1	650	605	73	16	87.804985	average.
5	1	7	1	2	2	730	604	15	13	94.788521	at
5	1	7	1	2	3	751	600	40	16	95.599625	least
5	1	7	1	2	4	798	600	43	20	90.589249	good
5	1	7	1	2	5	847	599	64	21	94.422195	enough
5	1	7	1	2	6	919	604	18	12	93.678329	as
5	1	7	1	2	7	943	604	8	12	93.678329	a
5	1	7	1	2	8	958	598	71	21	92.809952	ballpark
5	1	7	1	2	9	1038	597	51	22	95.825378	figure.
5	1	7	1	2	10	1106	597	40	16	96.497871	Cost
5	1	7	1	2	11	1153	600	17	13	93.263222	to
5	1	7	1	2	12	1177	597	51	16	93.028114	NFSS
5	1	7	1	2	13	1234	601	34	11	96.925278	was
5	1	7	1	2	14	1274	596	60	17	86.723190	$73.95
5	1	7	1	2	15	1342	596	24	16	96.995087	for
5	1	7	1	2	16	1373	594	38	18	95.904694	bulk
5	1	7	1	2	17	1418	594	32	17	95.919014	and
5	1	7	1	2	18	1457	594	71	18	83.402702	$108.80
5	1	7	1	2	19	1535	593	23	18	96.919716	for
4	1	7	1	3	0	650	620	910	24	-1	
5	1	7	1	3	1	650	625	35	18	91.881668	first
5	1	7	1	3	2	692	625	49	18	93.480164	class,
5	1	7	1	3	3	750	630	8	11	95.924171	a
5	1	7	1	3	4	766	625	39	16	95.924171	total
5	1	7	1	3	5	814	625	19	16	96.899651	of
5	1	7	1	3	6	839	624	75	18	94.438797	$182.75.
5	1	7	1	3	7	931	624	76	20	93.184944	Multiply
5	1	7	1	3	8	1016	624	33	16	96.832413	that
5	1	7	1	3	9	1058	625	47	15	95.147629	times
5	1	7	1	3	10	1113	622	27	17	96.030823	the
5	1	7	1	3	11	1147	622	26	17	95.290550	six
5	1	7	1	3	12	1182	622	75	21	95.290550	mailings
5	1	7	1	3	13	1265	626	9	11	96.250710	a
5	1	7	1	3	14	1282	626	43	16	85.199600	year.
5	1	7	1	3	15	1333	621	27	16	96.873924	the
5	1	7	1	3	16	1367	620	39	17	96.553581	total
5	1	7	1	3	17	1415	624	35	12	96.165802	cost
5	1	7	1	3	18	1459	620	24	16	96.809250	for
5	1	7	1	3	19	1491	620	69	20	92.266556	mailing
4	1	7	1	4	0	650	645	909	24	-1	
5	1	7	1	4	1	650	650	54	18	96.653809	would
5	1	7	1	4	2	711	652	20	16	96.530991	be
5	1	7	1	4	3	738	650	87	18	93.628220	$1096.50.
5	1	7	1	4	4	839	650	36	17	94.510918	Had
5	1	7	1	4	5	882	654	24	13	96.856316	we
5	1	7	1	4	6	912	649	59	18	96.426910	mailed
5	1	7	1	4	7	979	649	95	20	94.985069	everything
5	1	7	1	4	8	1082	648	33	16	94.483292	first
5	1	7	1	4	9	1122	648	48	17	84.433990	class,
5	1	7	1	4	10	1177	648	27	16	93.229927	the
5	1	7	1	4	11	1210	648	37	16	93.040398	tatal
5	1	7	1	4	12	1254	650	35	14	96.954498	cost
5	1	7	1	4	13	1297	646	55	17	96.550896	would
5	1	7	1	4	14	1358	646	40	17	96.658028	have
5	1	7	1	4	15	1406	646	40	17	96.607483	been
5	1	7	1	4	16	1454	645	72	18	61.048641	$456.80
5	1	7	1	4	17	1531	649	28	16	96.882637	per
4	1	7	1	5	0	650	670	876	26	-1	
5	1	7	1	5	1	650	681	44	12	40.086960	issue
5	1	7	1	5	2	700	681	18	12	91.634178	or
5	1	7	1	5	3	724	676	89	17	77.520294	$2.740,80
5	1	7	1	5	4	819	676	24	16	96.876198	for
5	1	7	1	5	5	850	676	27	18	87.902222	te
5	1	7	1	5	6	883	680	36	16	85.291428	year.
