level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	648	85	889	17	-1	
3	1	1	1	0	0	648	85	889	17	-1	
4	1	1	1	1	0	648	85	889	17	-1	
5	1	1	1	1	1	648	85	22	16	95.122192	32
5	1	1	1	1	2	1092	85	70	16	70.466049	Journal
5	1	1	1	1	3	1168	85	20	17	96.544983	of
5	1	1	1	1	4	1191	85	27	16	95.238976	the
5	1	1	1	1	5	1223	85	78	16	95.890808	National
5	1	1	1	1	6	1307	85	51	16	68.623322	finch
5	1	1	1	1	7	1364	85	35	16	93.196053	and
5	1	1	1	1	8	1403	85	64	17	58.547096	Softhill
5	1	1	1	1	9	1472	85	65	17	79.040611	Society
2	1	2	0	0	0	648	100	889	6	-1	
3	1	2	1	0	0	648	100	889	6	-1	
4	1	2	1	1	0	648	100	889	6	-1	
5	1	2	1	1	1	648	100	889	6	95.000000	 
2	1	3	0	0	0	652	133	850	22	-1	
3	1	3	1	0	0	652	133	850	22	-1	
4	1	3	1	1	0	652	133	850	22	-1	
5	1	3	1	1	1	652	133	101	16	0.000000	‘Treasurer's
5	1	3	1	1	2	760	133	59	22	89.774666	Report
5	1	3	1	1	3	827	133	58	16	89.774666	-NFSS
5	1	3	1	1	4	892	133	41	16	94.351616	2061
5	1	3	1	1	5	943	133	62	22	92.035736	Budget
5	1	3	1	1	6	1011	133	30	22	76.999954	(by
5	1	3	1	1	7	1048	134	55	21	83.114723	Dept.)
5	1	3	1	1	8	1110	134	81	21	94.509811	Projected
5	1	3	1	1	9	1199	134	56	15	96.284454	Actual
5	1	3	1	1	10	1263	136	16	13	96.872337	to
5	1	3	1	1	11	1287	134	82	21	93.228943	Projected
5	1	3	1	1	12	1376	133	126	16	58.519119	2001-10/14/01
2	1	4	0	0	0	1151	199	308	5	-1	
3	1	4	1	0	0	1151	199	308	5	-1	
4	1	4	1	1	0	1151	199	308	5	-1	
5	1	4	1	1	1	1151	199	308	5	95.000000	 
2	1	5	0	0	0	640	228	39	15	-1	
3	1	5	1	0	0	640	228	39	15	-1	
4	1	5	1	1	0	640	228	39	15	-1	
5	1	5	1	1	1	640	228	39	15	95.000000	 
2	1	6	0	0	0	666	250	4	16	-1	
3	1	6	1	0	0	666	250	4	16	-1	
4	1	6	1	1	0	666	250	4	16	-1	
5	1	6	1	1	1	666	250	4	16	95.000000	 
2	1	7	0	0	0	654	165	869	210	-1	
3	1	7	1	0	0	654	165	869	206	-1	
4	1	7	1	1	0	813	165	324	22	-1	
5	1	7	1	1	1	813	165	40	18	94.332794	2001
5	1	7	1	1	2	934	165	56	18	96.401985	Actual
5	1	7	1	1	3	1054	165	83	22	96.819763	Projected
4	1	7	1	2	0	658	215	864	29	-1	
5	1	7	1	2	1	658	223	61	21	78.859749	Judges
5	1	7	1	2	2	726	223	83	18	35.825722	Panel-éth
5	1	7	1	2	3	817	224	26	17	94.415123	VP
5	1	7	1	2	4	1162	216	55	17	96.933022	Please
5	1	7	1	2	5	1227	215	34	18	96.962616	find
5	1	7	1	2	6	1270	216	48	17	89.903969	listed
5	1	7	1	2	7	1335	215	54	18	92.918808	below
5	1	7	1	2	8	1399	220	8	12	95.211082	a
5	1	7	1	2	9	1418	215	37	18	93.167404	final
5	1	7	1	2	10	1466	216	56	17	90.747780	Treas-
4	1	7	1	3	0	667	238	855	34	-1	
5	1	7	1	3	1	667	238	63	34	55.487679	income
5	1	7	1	3	2	814	248	71	18	96.208267	$270.00
5	1	7	1	3	3	934	250	71	16	94.405563	$260.00
5	1	7	1	3	4	1054	248	71	18	66.663750	$270.00
5	1	7	1	3	5	1151	238	6	32	41.863892	|
5	1	7	1	3	6	1160	242	51	16	55.497360	Wrer’s
5	1	7	1	3	7	1220	244	51	18	96.840607	report
5	1	7	1	3	8	1282	242	24	16	96.714813	for
5	1	7	1	3	9	1315	242	40	16	87.956757	2001.
5	1	7	1	3	10	1380	242	39	16	87.956757	This
5	1	7	1	3	11	1428	244	51	18	96.004898	report
5	1	7	1	3	12	1488	246	34	12	96.004898	was
4	1	7	1	4	0	666	264	857	35	-1	
5	1	7	1	4	1	666	268	81	31	96.605942	Expenses
5	1	7	1	4	2	814	275	71	16	90.808250	$150.00
5	1	7	1	4	3	934	275	47	16	93.795471	None
5	1	7	1	4	4	1054	264	60	31	94.572983	$50.00
5	1	7	1	4	5	1160	267	99	16	96.248947	overlooked
5	1	7	1	4	6	1274	267	15	16	93.145782	in
5	1	7	1	4	7	1303	267	20	16	93.164429	all
5	1	7	1	4	8	1338	267	20	16	96.262375	of
5	1	7	1	4	9	1370	267	27	16	96.390266	the
5	1	7	1	4	10	1410	267	81	16	95.759697	craziness
5	1	7	1	4	11	1504	267	19	16	96.346581	of
4	1	7	1	5	0	654	292	868	33	-1	
5	1	7	1	5	1	654	293	111	32	92.033646	Membership
5	1	7	1	5	2	1160	292	83	17	96.769737	transition
