level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	664	102	143	18	-1	
3	1	1	1	0	0	664	102	143	18	-1	
4	1	1	1	1	0	664	102	143	18	-1	
5	1	1	1	1	1	664	102	39	18	49.942894	May
5	1	1	1	1	2	710	103	41	17	74.704300	funy,
5	1	1	1	1	3	763	102	44	18	89.408913	2002
2	1	2	0	0	0	664	116	888	9	-1	
3	1	2	1	0	0	664	116	888	9	-1	
4	1	2	1	1	0	664	116	888	9	-1	
5	1	2	1	1	1	664	116	888	9	95.000000	 
2	1	3	0	0	0	759	176	699	33	-1	
3	1	3	1	0	0	759	176	699	33	-1	
4	1	3	1	1	0	759	176	699	33	-1	
5	1	3	1	1	1	759	176	98	32	96.103264	News
5	1	3	1	1	2	874	176	89	33	90.673607	from
5	1	3	1	1	3	982	176	108	33	90.267532	NFSS
5	1	3	1	1	4	1106	176	64	33	96.707420	4th
5	1	3	1	1	5	1190	177	74	32	96.333801	Vice
5	1	3	1	1	6	1284	177	174	32	96.472694	President
2	1	4	0	0	0	871	225	473	24	-1	
3	1	4	1	0	0	871	225	473	24	-1	
4	1	4	1	1	0	871	225	473	24	-1	
5	1	4	1	1	1	871	225	52	18	90.426895	NFSS
5	1	4	1	1	2	936	225	66	23	96.289406	Judges
5	1	4	1	1	3	1010	225	58	19	95.091476	Panel
5	1	4	1	1	4	1075	225	85	19	96.434830	Director
5	1	4	1	1	5	1167	225	77	19	96.407860	Martha
5	1	4	1	1	6	1253	225	91	24	94.270073	Wigmore
2	1	5	0	0	0	684	281	398	290	-1	
3	1	5	1	0	0	686	281	393	58	-1	
4	1	5	1	1	0	687	281	392	26	-1	
5	1	5	1	1	1	687	281	148	26	95.680656	Resignations
5	1	5	1	1	2	846	283	25	18	94.551300	of
5	1	5	1	1	3	876	283	53	18	93.177002	Two
5	1	5	1	1	4	939	283	65	18	83.415901	NFSS
5	1	5	1	1	5	1015	283	64	20	95.830490	Panel
4	1	5	1	2	0	686	313	81	26	-1	
5	1	5	1	2	1	686	313	81	26	90.377396	Judges
3	1	5	2	0	0	684	357	398	214	-1	
4	1	5	2	1	0	686	357	392	27	-1	
5	1	5	2	1	1	686	357	68	26	92.667717	Sadly,
5	1	5	2	1	2	766	359	64	19	92.498825	NFSS
5	1	5	2	1	3	842	357	35	21	96.990128	has
5	1	5	2	1	4	887	359	96	25	96.794533	accepted
5	1	5	2	1	5	995	359	32	20	93.259285	the
5	1	5	2	1	6	1039	364	39	15	86.412918	res-
4	1	5	2	2	0	687	389	395	27	-1	
5	1	5	2	2	1	687	389	99	27	89.453674	ignatious
5	1	5	2	2	2	804	391	55	21	96.257744	since
5	1	5	2	2	3	878	391	32	19	96.257744	the
5	1	5	2	2	4	930	391	36	20	95.535225	last
5	1	5	2	2	5	986	391	52	20	95.940910	issue
5	1	5	2	2	6	1056	391	26	20	95.940910	of
4	1	5	2	3	0	686	421	393	25	-1	
5	1	5	2	3	1	686	421	41	25	96.096970	The
5	1	5	2	3	2	742	423	64	19	81.647270	NESS
5	1	5	2	3	3	820	423	80	20	84.269066	Journal
5	1	5	2	3	4	915	423	25	20	96.251060	of
5	1	5	2	3	5	951	425	41	18	96.223518	two
5	1	5	2	3	6	1006	423	25	20	96.603775	of
5	1	5	2	3	7	1042	429	37	14	96.087578	our
4	1	5	2	4	0	687	455	391	26	-1	
5	1	5	2	4	1	687	455	63	20	86.165695	NFSS
5	1	5	2	4	2	760	455	58	20	81.338486	Panel
5	1	5	2	4	3	828	455	75	25	87.016266	Judges
5	1	5	2	4	4	915	465	4	5	86.407707	-
5	1	5	2	4	5	930	456	42	19	95.411026	Mr.
5	1	5	2	4	6	986	455	92	26	85.529831	Clayton
4	1	5	2	5	0	684	487	394	25	-1	
5	1	5	2	5	1	684	487	67	20	95.707771	Jones
5	1	5	2	5	2	767	487	25	20	95.036728	of
5	1	5	2	5	3	806	487	81	25	90.673424	Soquel.
5	1	5	2	5	4	904	487	118	23	89.560921	California,
5	1	5	2	5	5	1039	488	39	20	96.422432	and
4	1	5	2	6	0	687	519	391	27	-1	
5	1	5	2	6	1	687	519	42	20	90.145859	Mr.
5	1	5	2	6	2	750	520	53	20	96.282005	Tom
5	1	5	2	6	3	826	520	60	20	96.282005	Rood
5	1	5	2	6	4	907	519	24	21	96.548019	of
5	1	5	2	6	5	946	519	132	27	73.729897	Shelbyville.
4	1	5	2	7	0	686	551	81	20	-1	
5	1	5	2	7	1	686	551	81	20	45.849533	Hlinois.
2	1	6	0	0	0	680	596	398	411	-1	
3	1	6	1	0	0	680	596	398	411	-1	
4	1	6	1	1	0	684	596	394	26	-1	
5	1	6	1	1	1	684	596	93	26	93.837418	Clayton
5	1	6	1	1	2	795	597	66	19	93.350227	Jones
5	1	6	1	1	3	879	603	42	13	93.350227	was
5	1	6	1	1	4	935	597	60	21	96.812759	voted
5	1	6	1	1	5	1010	600	21	16	93.778458	to
5	1	6	1	1	6	1046	597	32	20	93.778458	the
4	1	6	1	2	0	685	628	393	26	-1	
5	1	6	1	2	1	685	628	64	19	92.632408	NFSS
5	1	6	1	2	2	759	628	75	26	96.492554	Judges
5	1	6	1	2	3	844	628	58	20	93.953758	Panel
5	1	6	1	2	4	914	628	18	20	93.953758	in
5	1	6	1	2	5	943	628	69	20	96.536407	March
5	1	6	1	2	6	1027	628	51	20	96.477493	1988
4	1	6	1	3	0	684	659	392	27	-1	
5	1	6	1	3	1	684	659	39	20	96.409187	and
5	1	6	1	3	2	744	660	20	19	95.323883	in
5	1	6	1	3	3	786	660	32	20	95.323883	the
5	1	6	1	3	4	843	660	22	20	82.421722	14
5	1	6	1	3	5	887	665	56	21	95.191452	years
5	1	6	1	3	6	964	660	55	20	94.822342	since
5	1	6	1	3	7	1042	660	34	20	94.822342	has
4	1	6	1	4	0	680	691	398	27	-1	
