level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2203	1700	-1	
2	1	1	0	0	0	1490	110	28	356	-1	
3	1	1	1	0	0	1490	110	28	356	-1	
4	1	1	1	1	0	1490	110	28	356	-1	
5	1	1	1	1	1	1495	110	23	55	96.057457	Bird
5	1	1	1	1	2	1490	174	28	106	96.737663	Species
5	1	1	1	1	3	1494	289	23	177	95.389709	Information:
2	1	2	0	0	0	1431	379	5	439	-1	
3	1	2	1	0	0	1431	379	5	439	-1	
4	1	2	1	1	0	1431	379	5	439	-1	
5	1	2	1	1	1	1431	379	5	439	95.000000	 
2	1	3	0	0	0	1429	1045	6	511	-1	
3	1	3	1	0	0	1429	1045	6	511	-1	
4	1	3	1	1	0	1429	1045	6	511	-1	
5	1	3	1	1	1	1429	1045	6	511	95.000000	 
2	1	4	0	0	0	1370	103	8	1473	-1	
3	1	4	1	0	0	1370	103	8	1473	-1	
4	1	4	1	1	0	1370	103	8	1473	-1	
5	1	4	1	1	1	1370	103	8	1473	95.000000	 
2	1	5	0	0	0	1527	1597	20	15	-1	
3	1	5	1	0	0	1527	1597	20	15	-1	
4	1	5	1	1	0	1527	1597	20	15	-1	
5	1	5	1	1	1	1527	1597	20	15	74.921082	fi
2	1	6	0	0	0	1307	103	9	1473	-1	
3	1	6	1	0	0	1307	103	9	1473	-1	
4	1	6	1	1	0	1307	103	9	1473	-1	
5	1	6	1	1	1	1307	103	9	1473	95.000000	 
2	1	7	0	0	0	1245	103	9	1473	-1	
3	1	7	1	0	0	1245	103	9	1473	-1	
4	1	7	1	1	0	1245	103	9	1473	-1	
5	1	7	1	1	1	1245	103	9	1473	95.000000	 
2	1	8	0	0	0	1203	102	10	1474	-1	
3	1	8	1	0	0	1203	102	10	1474	-1	
4	1	8	1	1	0	1203	102	10	1474	-1	
5	1	8	1	1	1	1203	102	10	1474	95.000000	 
2	1	9	0	0	0	1163	102	8	1474	-1	
3	1	9	1	0	0	1163	102	8	1474	-1	
4	1	9	1	1	0	1163	102	8	1474	-1	
5	1	9	1	1	1	1163	102	8	1474	95.000000	 
2	1	10	0	0	0	1121	102	8	1473	-1	
3	1	10	1	0	0	1121	102	8	1473	-1	
4	1	10	1	1	0	1121	102	8	1473	-1	
5	1	10	1	1	1	1121	102	8	1473	95.000000	 
2	1	11	0	0	0	1079	102	9	1473	-1	
3	1	11	1	0	0	1079	102	9	1473	-1	
4	1	11	1	1	0	1079	102	9	1473	-1	
5	1	11	1	1	1	1079	102	9	1473	95.000000	 
2	1	12	0	0	0	1038	102	9	1473	-1	
3	1	12	1	0	0	1038	102	9	1473	-1	
4	1	12	1	1	0	1038	102	9	1473	-1	
5	1	12	1	1	1	1038	102	9	1473	95.000000	 
2	1	13	0	0	0	998	102	8	1473	-1	
3	1	13	1	0	0	998	102	8	1473	-1	
4	1	13	1	1	0	998	102	8	1473	-1	
5	1	13	1	1	1	998	102	8	1473	95.000000	 
2	1	14	0	0	0	956	102	8	1473	-1	
3	1	14	1	0	0	956	102	8	1473	-1	
4	1	14	1	1	0	956	102	8	1473	-1	
5	1	14	1	1	1	956	102	8	1473	95.000000	 
2	1	15	0	0	0	915	102	8	1472	-1	
3	1	15	1	0	0	915	102	8	1472	-1	
4	1	15	1	1	0	915	102	8	1472	-1	
5	1	15	1	1	1	915	102	8	1472	95.000000	 
2	1	16	0	0	0	873	63	458	22	-1	
3	1	16	1	0	0	873	63	458	22	-1	
4	1	16	1	1	0	873	63	458	22	-1	
5	1	16	1	1	1	873	63	104	22	2.438402	noupsyddy
5	1	16	1	1	2	982	65	79	20	0.000000	mnsdos,¢
5	1	16	1	1	3	1067	69	43	16	48.097820	aang
5	1	16	1	1	4	1114	65	65	20	0.000000	[qiis
5	1	16	1	1	5	1183	69	35	16	90.018280	PUP
5	1	16	1	1	6	1224	69	51	16	28.601227	yout.
5	1	16	1	1	7	1281	70	50	15	26.238331	SSUIN
2	1	17	0	0	0	873	101	9	1473	-1	
3	1	17	1	0	0	873	101	9	1473	-1	
4	1	17	1	1	0	873	101	9	1473	-1	
